h,x,r,alpha,RMSE relative u,RMSE relative Iu
0.06,3.3,62.0,0.6,0.3079639326935547,1.265088657520195
0.06,3.3,62.0,0.7,0.39750331426994656,1.3744865929429122
0.06,3.3,62.0,0.8,0.43328698391641657,1.4826625858775164
0.06,3.3,62.0,0.9,0.42564084521148593,1.578278324052428
0.06,3.3,62.0,1.0,0.39184761754123537,1.6645741886281582
0.06,3.6,37.0,0.3,0.3411859199794337,1.2582891634793947
0.06,3.6,37.0,0.4,0.12263529101867705,1.3321911660911296
0.06,3.6,37.0,0.5,0.17039755040866622,1.4249445438821713
0.06,3.6,37.0,0.6,0.22951364023856072,1.5437081473555283
0.06,3.6,37.0,0.7,0.227229701029677,1.670388738876483
0.06,3.6,37.0,0.8,0.19900997236240833,1.7709482904601943
0.06,3.6,37.0,0.9,0.178977721710177,1.8477407939462385
0.06,3.6,37.0,1.0,0.18616217110605912,1.9155821082628959
0.06,3.6,42.0,0.3,0.3576276974079691,1.268958070950743
0.06,3.6,42.0,0.4,0.12973095767267553,1.3360735154618562
0.06,3.6,42.0,0.5,0.16588054955243606,1.41834784707186
0.06,3.6,42.0,0.6,0.2459343826099076,1.525575207814185
0.06,3.6,42.0,0.7,0.2688018110825678,1.6465894729265333
0.06,3.6,42.0,0.8,0.25100080605908004,1.7491541469176122
0.06,3.6,42.0,0.9,0.21950797678312925,1.828994232872249
0.06,3.6,42.0,1.0,0.19897516363305712,1.897163735839003
0.06,3.6,47.0,0.3,0.3573343688868786,1.276355105380718
0.06,3.6,47.0,0.4,0.1298439507479886,1.3384551506504163
0.06,3.6,47.0,0.5,0.16585139545968441,1.4127091725361958
0.06,3.6,47.0,0.6,0.2614302183226423,1.509633395299057
0.06,3.6,47.0,0.7,0.3051585047147823,1.6238881026765684
0.06,3.6,47.0,0.8,0.30188844538639886,1.727493439454876
0.06,3.6,47.0,0.9,0.27090676602997105,1.8112853122360282
0.06,3.6,47.0,1.0,0.23572219796214952,1.8819041009831117
0.06,3.6,52.0,0.3,0.3652217934231372,1.2146037902248334
0.06,3.6,52.0,0.4,0.13425721644060007,1.2744839046185676
0.06,3.6,52.0,0.5,0.16436028905306974,1.3456477645664275
0.06,3.6,52.0,0.6,0.27169659834406806,1.4379415495500885
0.06,3.6,52.0,0.7,0.333812046978991,1.549136106146117
0.06,3.6,52.0,0.8,0.34582117175364957,1.6554032750367873
0.06,3.6,52.0,0.9,0.3209659741418285,1.7451324285683947
0.06,3.6,52.0,1.0,0.2818562590247741,1.8212233650716183
0.06,3.6,57.0,0.3,0.37991193569561754,1.1173728019182139
0.06,3.6,57.0,0.4,0.14282903369615538,1.1757998539621686
0.06,3.6,57.0,0.5,0.1584874677154671,1.2462347551200859
0.06,3.6,57.0,0.6,0.27715710646959824,1.3371001710662223
0.06,3.6,57.0,0.7,0.35535827437702694,1.4468451769965434
0.06,3.6,57.0,0.8,0.3824945332317871,1.5550157296769078
0.06,3.6,57.0,0.9,0.3676336072637691,1.6496578956639003
0.06,3.6,57.0,1.0,0.3308723538594794,1.7311346650394224
0.06,3.6,62.0,0.3,0.38782447635047246,1.0973834458349903
0.06,3.6,62.0,0.4,0.14930860143033076,1.1523923517602175
0.06,3.6,62.0,0.5,0.1515663739008771,1.219628896522288
0.06,3.6,62.0,0.6,0.2761389564144167,1.3057831839799845
0.06,3.6,62.0,0.7,0.36668631595929135,1.408859851781607
0.06,3.6,62.0,0.8,0.40676172670481925,1.5119655796454394
0.06,3.6,62.0,0.9,0.4026516525826336,1.6045621441364935
0.06,3.6,62.0,1.0,0.372587213418732,1.6856641263519465
0.06,3.9,37.0,0.3,0.4133367572403537,1.2638534642683381
0.06,3.9,37.0,0.4,0.16294311822997917,1.3342080177987368
0.06,3.9,37.0,0.5,0.11611294307898506,1.420788901750026
0.06,3.9,37.0,0.6,0.17260911491273986,1.5360837627109358
0.06,3.9,37.0,0.7,0.17772285761756207,1.6641880450184192
0.06,3.9,37.0,0.8,0.15766546365203482,1.7664913937903601
0.06,3.9,37.0,0.9,0.14505884276574235,1.842899261236589
0.06,3.9,37.0,1.0,0.1619440985629388,1.9092571125583149
0.06,3.9,42.0,0.3,0.40978249501649,1.276971300618403
0.06,3.9,42.0,0.4,0.16419174886357196,1.3410699949650207
0.06,3.9,42.0,0.5,0.11798713441596735,1.4177656762177204
0.06,3.9,42.0,0.6,0.1947644385282733,1.521547141026559
0.06,3.9,42.0,0.7,0.22434571191727143,1.6431836033200182
0.06,3.9,42.0,0.8,0.2138325652412098,1.7465527493122592
0.06,3.9,42.0,0.9,0.18651799378340495,1.8258280189448723
0.06,3.9,42.0,1.0,0.17135580595151717,1.8923101054613618
0.06,3.9,47.0,0.3,0.3985065877183811,1.2891402363859654
0.06,3.9,47.0,0.4,0.15738043517481273,1.3481978415140943
0.06,3.9,47.0,0.5,0.11622210712528436,1.417039227984059
0.06,3.9,47.0,0.6,0.20826801481579066,1.5103853450451528
0.06,3.9,47.0,0.7,0.25824564833172403,1.6243164338909524
0.06,3.9,47.0,0.8,0.26214572874640935,1.7274015237568632
0.06,3.9,47.0,0.9,0.23572678463245392,1.8100967320585157
0.06,3.9,47.0,1.0,0.2038446708455641,1.8791492598310908
0.06,3.9,52.0,0.3,0.4168464269402643,1.2317491422123956
0.06,3.9,52.0,0.4,0.17311502963576322,1.2884418299953508
0.06,3.9,52.0,0.5,0.11500665873475739,1.353983102744098
0.06,3.9,52.0,0.6,0.21593515303676686,1.442433768590036
0.06,3.9,52.0,0.7,0.2853366934318123,1.552637241960411
0.06,3.9,52.0,0.8,0.30608468538747247,1.6572886021384161
0.06,3.9,52.0,0.9,0.28728290504300596,1.7453217214980037
0.06,3.9,52.0,1.0,0.25069889675131324,1.8202528762898693
0.06,3.9,57.0,0.3,0.4461798442215375,1.1358500835855145
0.06,3.9,57.0,0.4,0.19491403974331534,1.1914568461605495
0.06,3.9,57.0,0.5,0.10958631389538305,1.2562233763222388
0.06,3.9,57.0,0.6,0.21522204984225185,1.3431585916168203
0.06,3.9,57.0,0.7,0.3009151616247702,1.4517905646392752
0.06,3.9,57.0,0.8,0.3380836111719604,1.5579508305597336
0.06,3.9,57.0,0.9,0.3313466469497213,1.6505722618980214
0.06,3.9,57.0,1.0,0.29786817315822667,1.731384464958219
0.06,3.9,62.0,0.3,0.43538362597529434,1.1135434775818618
0.06,3.9,62.0,0.4,0.1931631106696475,1.1668441067533597
0.06,3.9,62.0,0.5,0.1062606522702982,1.229167692888612
0.06,3.9,62.0,0.6,0.21916479429593605,1.311917788267795
0.06,3.9,62.0,0.7,0.3171100872258057,1.4143397486358118
0.06,3.9,62.0,0.8,0.3664550159044561,1.5158572016515992
0.06,3.9,62.0,0.9,0.3696448903248431,1.6065649440228724
0.06,3.9,62.0,1.0,0.341846611447371,1.6872988635469424
0.08,0.3,37.0,0.3,1.2029271660502852,1.6062242204150383
0.08,0.3,37.0,0.4,1.2755784637581407,1.4533715120125992
0.08,0.3,37.0,0.5,1.2929790640867886,1.3877473603534896
0.08,0.3,37.0,0.6,1.2561673682946044,1.406199944513084
0.08,0.3,37.0,0.7,1.1738924719935355,1.4788165981719985
0.08,0.3,37.0,0.8,1.0714669914098423,1.5480677757470596
0.08,0.3,37.0,0.9,0.9720830391343925,1.6140206397979147
0.08,0.3,37.0,1.0,0.8834989318252615,1.6723510021779746
0.08,0.3,42.0,0.3,1.183482140357714,1.6553053558637902
0.08,0.3,42.0,0.4,1.257928812685356,1.508628100910217
0.08,0.3,42.0,0.5,1.2853758588797173,1.4266259768149756
0.08,0.3,42.0,0.6,1.2702004828679456,1.4131537960348681
0.08,0.3,42.0,0.7,1.2162390546397546,1.4741556443883463
0.08,0.3,42.0,0.8,1.1272460411091456,1.5376387851069764
0.08,0.3,42.0,0.9,1.02802019437562,1.6016126989406596
0.08,0.3,42.0,1.0,0.9358682174201273,1.6594229539953962
0.08,0.3,47.0,0.3,1.143190019766293,1.7064724955799189
0.08,0.3,47.0,0.4,1.2268966959984566,1.524658705174748
0.08,0.3,47.0,0.5,1.2653742009861364,1.4189378085928699
0.08,0.3,47.0,0.6,1.2664841050257916,1.3887662433834607
0.08,0.3,47.0,0.7,1.2363910749816296,1.429284469576525
0.08,0.3,47.0,0.8,1.1691142736167357,1.4911477586396458
0.08,0.3,47.0,0.9,1.0782263274036101,1.5509331056824358
0.08,0.3,47.0,1.0,0.9836128368049222,1.6058122005637006
0.08,0.3,52.0,0.3,1.1543103471122385,1.702027711655989
0.08,0.3,52.0,0.4,1.229585227098583,1.5407406490997533
0.08,0.3,52.0,0.5,1.2630697980462713,1.4370027550556068
0.08,0.3,52.0,0.6,1.2641858376121922,1.390978272687317
0.08,0.3,52.0,0.7,1.2507103822909875,1.4153407422545357
0.08,0.3,52.0,0.8,1.2001805650362212,1.4725430844163525
0.08,0.3,52.0,0.9,1.1183728269370883,1.5314509762974233
0.08,0.3,52.0,1.0,1.023818114376323,1.5855268363872945
0.08,0.3,57.0,0.3,1.1293027559801527,1.7443057527734311
0.08,0.3,57.0,0.4,1.203456336185911,1.5501860272289902
0.08,0.3,57.0,0.5,1.2378204692941113,1.424223573102665
0.08,0.3,57.0,0.6,1.2476077952452949,1.3619484930759598
0.08,0.3,57.0,0.7,1.2461518474527649,1.3650255833086582
0.08,0.3,57.0,0.8,1.2151073750876542,1.4086143591588114
0.08,0.3,57.0,0.9,1.149789067160131,1.464340735106136
0.08,0.3,57.0,1.0,1.06347214779733,1.518919428623122
0.08,0.3,62.0,0.3,1.1239055368492312,1.754517572924843
0.08,0.3,62.0,0.4,1.1982044376873549,1.582625620040155
0.08,0.3,62.0,0.5,1.2306178737505655,1.4601980370280472
0.08,0.3,62.0,0.6,1.2398153707027928,1.3863727204542815
0.08,0.3,62.0,0.7,1.2461116303029582,1.370500000447259
0.08,0.3,62.0,0.8,1.227795454348361,1.401790360258297
0.08,0.3,62.0,0.9,1.176447057787067,1.4546357137954473
0.08,0.3,62.0,1.0,1.0978336246434517,1.5078998326878656
0.08,0.6,37.0,0.3,0.847910364643467,0.7817637087289481
0.08,0.6,37.0,0.4,1.0094947902813611,0.8028720813557575
0.08,0.6,37.0,0.5,1.0731537831340576,0.9025499906181476
0.08,0.6,37.0,0.6,1.0732977799462862,1.0595719351738722
0.08,0.6,37.0,0.7,1.0304543149103478,1.231881020818376
0.08,0.6,37.0,0.8,0.9593079700137646,1.3653356384980884
0.08,0.6,37.0,0.9,0.8725654375279548,1.4731331088229254
0.08,0.6,37.0,1.0,0.7829599189120863,1.5612531116256017
0.08,0.6,42.0,0.3,0.8290842133256683,0.8401142802607086
0.08,0.6,42.0,0.4,0.9973601883322877,0.8404519457595114
0.08,0.6,42.0,0.5,1.0734792260221147,0.908376626784494
0.08,0.6,42.0,0.6,1.0906152625855592,1.0278592291680109
0.08,0.6,42.0,0.7,1.0669278650379097,1.191368311692632
0.08,0.6,42.0,0.8,1.013125367283725,1.3256825179764067
0.08,0.6,42.0,0.9,0.9364470711854832,1.4348334537151948
0.08,0.6,42.0,1.0,0.8439862632388393,1.528762775456327
0.08,0.6,47.0,0.3,0.8083223061605083,0.8813759690373008
0.08,0.6,47.0,0.4,0.9805904264007397,0.8470183328360693
0.08,0.6,47.0,0.5,1.0668439548787172,0.8847527389252641
0.08,0.6,47.0,0.6,1.0989453117781698,0.9853652608052277
0.08,0.6,47.0,0.7,1.092846273888256,1.1319755628651675
0.08,0.6,47.0,0.8,1.0559485128023347,1.2696827067975593
0.08,0.6,47.0,0.9,0.9911441179974116,1.3800413518425148
0.08,0.6,47.0,1.0,0.9005239215690505,1.4712717910498772
0.08,0.6,52.0,0.3,0.7853870206023253,0.9229283601126345
0.08,0.6,52.0,0.4,0.9590528919455538,0.888373472131891
0.08,0.6,52.0,0.5,1.0527520355195983,0.9155704152779038
0.08,0.6,52.0,0.6,1.0971782396646255,0.9889103442146306
0.08,0.6,52.0,0.7,1.1064028422785053,1.1112850713494706
0.08,0.6,52.0,0.8,1.085242248748689,1.2429395535805468
0.08,0.6,52.0,0.9,1.0334029801093838,1.351120978874744
0.08,0.6,52.0,1.0,0.9491607795503504,1.442588340637842
0.08,0.6,57.0,0.3,0.7596083541806729,0.9661981778384419
0.08,0.6,57.0,0.4,0.9329665959031346,0.9032766004600338
0.08,0.6,57.0,0.5,1.0318457382609934,0.9042878659014217
0.08,0.6,57.0,0.6,1.0861011299069812,0.9586616939982332
0.08,0.6,57.0,0.7,1.1084116895180072,1.060089862319145
0.08,0.6,57.0,0.8,1.101761664329834,1.1791399206365931
0.08,0.6,57.0,0.9,1.0637550216285336,1.2866393250474761
0.08,0.6,57.0,1.0,0.9901608225761933,1.3775112343699938
0.08,0.6,62.0,0.3,0.7309229784512357,0.9678850310193595
0.08,0.6,62.0,0.4,0.9036077900979396,0.9115084395952427
0.08,0.6,62.0,0.5,1.006412021307777,0.9118757991014678
0.08,0.6,62.0,0.6,1.0687512529901513,0.952243230847728
0.08,0.6,62.0,0.7,1.1024768756941792,1.0314681279253484
0.08,0.6,62.0,0.8,1.1094771900633196,1.1416946786179716
0.08,0.6,62.0,0.9,1.0861935444640707,1.2490613779600608
0.08,0.6,62.0,1.0,1.0270745614646926,1.3454031952275143
0.08,0.9,37.0,0.3,0.6043675229899867,0.42198590270206227
0.08,0.9,37.0,0.4,0.8163489094657184,0.5411372157314079
0.08,0.9,37.0,0.5,0.9179964173211267,0.7178536507947857
0.08,0.9,37.0,0.6,0.9440801533901565,0.929856262570773
0.08,0.9,37.0,0.7,0.9182396441631554,1.1390733107629365
0.08,0.9,37.0,0.8,0.8590721019699513,1.2969851436392632
0.08,0.9,37.0,0.9,0.7831467602200697,1.4133724165125834
0.08,0.9,37.0,1.0,0.705493809282347,1.5210198818284275
0.08,0.9,42.0,0.3,0.5832522708578153,0.41552718287035667
0.08,0.9,42.0,0.4,0.8041515303110726,0.5120519925552844
0.08,0.9,42.0,0.5,0.9194981102593877,0.668607830119357
0.08,0.9,42.0,0.6,0.9628481072989897,0.8672834891836466
0.08,0.9,42.0,0.7,0.9560471026211655,1.0760955678733877
0.08,0.9,42.0,0.8,0.9144739146511855,1.243945050926888
0.08,0.9,42.0,0.9,0.84990932489762,1.368989801950643
0.08,0.9,42.0,1.0,0.7721611972305731,1.472932978714294
0.08,0.9,47.0,0.3,0.5583223604460176,0.43286625988162153
0.08,0.9,47.0,0.4,0.7853680226495119,0.5021545299069611
0.08,0.9,47.0,0.5,0.9124326335084837,0.6359514387377306
0.08,0.9,47.0,0.6,0.9715536406026328,0.8165329117796165
0.08,0.9,47.0,0.7,0.9827057117017982,1.0177256002896258
0.08,0.9,47.0,0.8,0.9584402392434561,1.1901181970780481
0.08,0.9,47.0,0.9,0.906606730792024,1.3220425884587255
0.08,0.9,47.0,1.0,0.8323993157050459,1.4230052651976646
0.08,0.9,52.0,0.3,0.5313461940788693,0.5225087220214529
0.08,0.9,52.0,0.4,0.7613775851223876,0.5464752029423345
0.08,0.9,52.0,0.5,0.8975208802843391,0.6409875462478994
0.08,0.9,52.0,0.6,0.9701694043724138,0.7888540297510268
0.08,0.9,52.0,0.7,0.9974391451718886,0.9682000029918386
0.08,0.9,52.0,0.8,0.9894435086074012,1.1339977289482555
0.08,0.9,52.0,0.9,0.9509339090812947,1.2675643254630047
0.08,0.9,52.0,1.0,0.8834359983496366,1.3668812273320199
0.08,0.9,57.0,0.3,0.5038308152915603,0.6151818320326
0.08,0.9,57.0,0.4,0.7339878506584273,0.6051324457267957
0.08,0.9,57.0,0.5,0.8764941033059866,0.6645332328905114
0.08,0.9,57.0,0.6,0.9601905070303423,0.7778175822507615
0.08,0.9,57.0,0.7,1.0014868126637235,0.9285830764248507
0.08,0.9,57.0,0.8,1.0084771765465061,1.0802792420717438
0.08,0.9,57.0,0.9,0.9835924558664646,1.2120488329813524
0.08,0.9,57.0,1.0,0.9257146236640513,1.3132559423540928
0.08,0.9,62.0,0.3,0.4777219729031329,0.5565084305979293
0.08,0.9,62.0,0.4,0.7060251291926759,0.5504568087282673
0.08,0.9,62.0,0.5,0.8526478086108092,0.6145591345047549
0.08,0.9,62.0,0.6,0.9451557561217948,0.7251562722308393
0.08,0.9,62.0,0.7,0.9985419064478195,0.8675357615147151
0.08,0.9,62.0,0.8,1.0193306561160431,1.0155225410344015
0.08,0.9,62.0,0.9,1.008329064990737,1.1522798818823143
0.08,0.9,62.0,1.0,0.9627269727412319,1.2641327603726467
0.08,1.2,37.0,0.3,0.4161157095561123,0.19014405233226056
0.08,1.2,37.0,0.4,0.6584884084790775,0.4386429330175069
0.08,1.2,37.0,0.5,0.7880277184693474,0.6748656683257634
0.08,1.2,37.0,0.6,0.8349239355050732,0.91330446269071
0.08,1.2,37.0,0.7,0.8232103477216481,1.1349823861865538
0.08,1.2,37.0,0.8,0.7733016240633891,1.299061169347495
0.08,1.2,37.0,0.9,0.7045859219483993,1.4256919259740126
0.08,1.2,37.0,1.0,0.6352747549594421,1.5270450514755312
0.08,1.2,42.0,0.3,0.3942861363563927,0.16268970061824337
0.08,1.2,42.0,0.4,0.6454511402863772,0.37800919812525574
0.08,1.2,42.0,0.5,0.7892066927265113,0.5979083281809454
0.08,1.2,42.0,0.6,0.853833225863616,0.817738520850076
0.08,1.2,42.0,0.7,0.861581433394859,1.0464920125373391
0.08,1.2,42.0,0.8,0.8298041634932203,1.221802592875303
0.08,1.2,42.0,0.9,0.7731968244918648,1.356641914152065
0.08,1.2,42.0,1.0,0.7048238982016702,1.4682422868858536
0.08,1.2,47.0,0.3,0.3689115495088889,0.176205746666951
0.08,1.2,47.0,0.4,0.625689184117704,0.3378936105112481
0.08,1.2,47.0,0.5,0.7815436148334445,0.5375893769470043
0.08,1.2,47.0,0.6,0.8623989535770552,0.74901417658328
0.08,1.2,47.0,0.7,0.8885583007440548,0.9679876465223102
0.08,1.2,47.0,0.8,0.8746291077584967,1.1518718964080223
0.08,1.2,47.0,0.9,0.8314369271984942,1.291633434149963
0.08,1.2,47.0,1.0,0.7674957993849695,1.4027136718464424
0.08,1.2,52.0,0.3,0.3420627481404515,0.20233396256680822
0.08,1.2,52.0,0.4,0.6009507127883447,0.3192507784157198
0.08,1.2,52.0,0.5,0.7661521779633278,0.5015574970868243
0.08,1.2,52.0,0.6,0.8610132552070108,0.69243370818919
0.08,1.2,52.0,0.7,0.9038079936619743,0.8993067264573291
0.08,1.2,52.0,0.8,0.9066913034035227,1.0878350287864744
0.08,1.2,52.0,0.9,0.8773710970440064,1.231195919007076
0.08,1.2,52.0,1.0,0.8206815204811253,1.3462448377347296
0.08,1.2,57.0,0.3,0.3151630627247362,0.23522232131741683
0.08,1.2,57.0,0.4,0.5730031724846479,0.30131715072666415
0.08,1.2,57.0,0.5,0.7447359093314159,0.4606844512828994
0.08,1.2,57.0,0.6,0.8511481655244675,0.6402896264712702
0.08,1.2,57.0,0.7,0.9085467902336664,0.8308393664617135
0.08,1.2,57.0,0.8,0.926954922962425,1.0105899318145826
0.08,1.2,57.0,0.9,0.9116545791169509,1.15775992077979
0.08,1.2,57.0,1.0,0.8647354162502234,1.2751291430788991
0.08,1.2,62.0,0.3,0.28960452172513146,0.23353726810718545
0.08,1.2,62.0,0.4,0.5441689230677438,0.2940692553528731
0.08,1.2,62.0,0.5,0.7200991916717894,0.44522213663521093
0.08,1.2,62.0,0.6,0.835840817167108,0.6113504802293983
0.08,1.2,62.0,0.7,0.9059479006455828,0.7801365505131884
0.08,1.2,62.0,0.8,0.9386769860559128,0.957723622444536
0.08,1.2,62.0,0.9,0.9375099470096642,1.1072940301489587
0.08,1.2,62.0,1.0,0.9026672454375904,1.2322006392280416
0.08,1.5,37.0,0.3,0.26226061206286383,0.33752735303177755
0.08,1.5,37.0,0.4,0.5240530185503853,0.5250403463574238
0.08,1.5,37.0,0.5,0.6791855231721575,0.7341320266496822
0.08,1.5,37.0,0.6,0.7447061009839138,0.9556392111579816
0.08,1.5,37.0,0.7,0.7451403591796253,1.1675351143262753
0.08,1.5,37.0,0.8,0.703007241279153,1.326261141434652
0.08,1.5,37.0,0.9,0.638890667337449,1.4496518783495898
0.08,1.5,37.0,1.0,0.5702612558415028,1.5480614018215364
0.08,1.5,42.0,0.3,0.23871342680657684,0.27807494648696635
0.08,1.5,42.0,0.4,0.5025481218682083,0.44485316490940935
0.08,1.5,42.0,0.5,0.6715953499352706,0.6431576891213301
0.08,1.5,42.0,0.6,0.7574750347787902,0.8495442114218194
0.08,1.5,42.0,0.7,0.780894049706907,1.0706351491569017
0.08,1.5,42.0,0.8,0.7590839611306371,1.2412612991310068
0.08,1.5,42.0,0.9,0.7056996981848943,1.3752046970502598
0.08,1.5,42.0,1.0,0.6316393516607273,1.4836781615649295
0.08,1.5,47.0,0.3,0.21686414012173594,0.16910521939065698
0.08,1.5,47.0,0.4,0.47868375144297687,0.3600202424602874
0.08,1.5,47.0,0.5,0.6580157362632565,0.5605097629224856
0.08,1.5,47.0,0.6,0.7612114385600369,0.7678276742839907
0.08,1.5,47.0,0.7,0.8053093006329932,0.9833906738636015
0.08,1.5,47.0,0.8,0.803146831802674,1.1648320468451272
0.08,1.5,47.0,0.9,0.763070916383901,1.3047611882380434
0.08,1.5,47.0,1.0,0.6903168699913101,1.4154637326457862
0.08,1.5,52.0,0.3,0.19901717665851973,0.14287150689251815
0.08,1.5,52.0,0.4,0.45634667814442437,0.3021648603763717
0.08,1.5,52.0,0.5,0.6424508246976816,0.49636134122432096
0.08,1.5,52.0,0.6,0.7594100226783023,0.6905165424793556
0.08,1.5,52.0,0.7,0.821104547517572,0.9004568572465244
0.08,1.5,52.0,0.8,0.8369706504081215,1.086142485839805
0.08,1.5,52.0,0.9,0.8116924137889985,1.2327640610212889
0.08,1.5,52.0,1.0,0.7465569487026767,1.3484567642233984
0.08,1.5,57.0,0.3,0.18168807906326995,0.08990771735123938
0.08,1.5,57.0,0.4,0.4327194370776166,0.2487672060965639
0.08,1.5,57.0,0.5,0.623223011385291,0.43922694394467643
0.08,1.5,57.0,0.6,0.7509950511959187,0.6287620693811625
0.08,1.5,57.0,0.7,0.8274095322499003,0.823905638254578
0.08,1.5,57.0,0.8,0.8595146985354696,1.0047200155697584
0.08,1.5,57.0,0.9,0.8498052610440732,1.1544141216601866
0.08,1.5,57.0,1.0,0.7974204413126654,1.2732924596119224
0.08,1.5,62.0,0.3,0.15823891184012157,0.10075458938681382
0.08,1.5,62.0,0.4,0.3988183102694349,0.2363088377392835
0.08,1.5,62.0,0.5,0.5929134946331089,0.41823255512715973
0.08,1.5,62.0,0.6,0.7299619022667637,0.5953750336464984
0.08,1.5,62.0,0.7,0.8192389212820418,0.7720208321350109
0.08,1.5,62.0,0.8,0.8662591815620961,0.9488773396438931
0.08,1.5,62.0,0.9,0.8724691405117033,1.102467530075359
0.08,1.5,62.0,1.0,0.836290540950273,1.2285313538225555
0.08,1.8,37.0,0.3,0.1758467723574209,0.4634796002558969
0.08,1.8,37.0,0.4,0.41444555710934206,0.6001579242046764
0.08,1.8,37.0,0.5,0.5774366881822239,0.7765254501249024
0.08,1.8,37.0,0.6,0.6551648268299107,0.978902347323109
0.08,1.8,37.0,0.7,0.6662413376666737,1.1812748857295745
0.08,1.8,37.0,0.8,0.6310003961166237,1.339376912564238
0.08,1.8,37.0,0.9,0.5725762878256012,1.4547946153335056
0.08,1.8,37.0,1.0,0.5160471053445261,1.5594426457163764
0.08,1.8,42.0,0.3,0.16398983320620042,0.44631021021410705
0.08,1.8,42.0,0.4,0.4023599656792232,0.5669379815866621
0.08,1.8,42.0,0.5,0.5794571172813511,0.7257814843195558
0.08,1.8,42.0,0.6,0.675320739171232,0.914350485650331
0.08,1.8,42.0,0.7,0.7063125563007501,1.1144930476143486
0.08,1.8,42.0,0.8,0.6898436721462441,1.2815620359269924
0.08,1.8,42.0,0.9,0.6444743176372849,1.406124178928182
0.08,1.8,42.0,1.0,0.5902909228176231,1.5083665353676081
0.08,1.8,47.0,0.3,0.15225212453342718,0.40457439933904266
0.08,1.8,47.0,0.4,0.3838348346021783,0.516006681363844
0.08,1.8,47.0,0.5,0.5725376567925766,0.6648456467895161
0.08,1.8,47.0,0.6,0.6848673997324902,0.8429632953816963
0.08,1.8,47.0,0.7,0.7346309936803219,1.0389563455580655
0.08,1.8,47.0,0.8,0.7365526937024011,1.2120215155066179
0.08,1.8,47.0,0.9,0.7054474958520378,1.3452753968627156
0.08,1.8,47.0,1.0,0.6569817321952915,1.447927893193205
0.08,1.8,52.0,0.3,0.14256129603041648,0.2998972548647672
0.08,1.8,52.0,0.4,0.35952956351168197,0.41002533507156513
0.08,1.8,52.0,0.5,0.5568250157185994,0.5620854027481119
0.08,1.8,52.0,0.6,0.6833719386507892,0.7388323678502999
0.08,1.8,52.0,0.7,0.7501581141408233,0.9327744969725219
0.08,1.8,52.0,0.8,0.7693891120441472,1.1103758522809386
0.08,1.8,52.0,0.9,0.7527793734133166,1.2527912403569375
0.08,1.8,52.0,1.0,0.7123024126266646,1.3609343832894416
0.08,1.8,57.0,0.3,0.1370714258891808,0.2064923214380257
0.08,1.8,57.0,0.4,0.33123735843442237,0.3121777549022403
0.08,1.8,57.0,0.5,0.5341619609820268,0.4700408454087923
0.08,1.8,57.0,0.6,0.6725965866444918,0.6453144188815475
0.08,1.8,57.0,0.7,0.7545559613170513,0.8330466133496673
0.08,1.8,57.0,0.8,0.7899120710040316,1.0098537385915556
0.08,1.8,57.0,0.9,0.787831348249915,1.1591499030097798
0.08,1.8,57.0,1.0,0.7573460219301851,1.2755447293530382
0.08,1.8,62.0,0.3,0.13690395844952535,0.243085955872839
0.08,1.8,62.0,0.4,0.30243849994252897,0.33353934740771146
0.08,1.8,62.0,0.5,0.5086481176722657,0.4772821304780734
0.08,1.8,62.0,0.6,0.6569760739533305,0.6359899886857213
0.08,1.8,62.0,0.7,0.7524979002177843,0.8046401212876428
0.08,1.8,62.0,0.8,0.8030085281502188,0.9698389587671721
0.08,1.8,62.0,0.9,0.815633321064999,1.1186828864002258
0.08,1.8,62.0,1.0,0.79717685706823,1.2406279297023342
0.08,2.1,37.0,0.3,0.1397345131973615,0.616650116897212
0.08,2.1,37.0,0.4,0.3148762583441735,0.7224059541880968
0.08,2.1,37.0,0.5,0.49534332385847485,0.8689503615706735
0.08,2.1,37.0,0.6,0.5865449841149785,1.049515942856089
0.08,2.1,37.0,0.7,0.6016430515109041,1.2364636199159582
0.08,2.1,37.0,0.8,0.5650985016970681,1.3843735497515435
0.08,2.1,37.0,0.9,0.5115394344679778,1.494153223070677
0.08,2.1,37.0,1.0,0.4611286778674971,1.5915508897893844
0.08,2.1,42.0,0.3,0.14152366378276124,0.6024984285184394
0.08,2.1,42.0,0.4,0.2889977994177358,0.6946926408327403
0.08,2.1,42.0,0.5,0.47467650275213524,0.8239848109938416
0.08,2.1,42.0,0.6,0.5921426899333286,0.9892811369157609
0.08,2.1,42.0,0.7,0.6444324704973887,1.1722632832927142
0.08,2.1,42.0,0.8,0.6319214534302734,1.3280396639029242
0.08,2.1,42.0,0.9,0.581888219291712,1.4462519097193107
0.08,2.1,42.0,1.0,0.52521050718916,1.5418622513033104
0.08,2.1,47.0,0.3,0.143008148220034,0.5642009578972277
0.08,2.1,47.0,0.4,0.2702592938090672,0.6478171762070435
0.08,2.1,47.0,0.5,0.4566476127888585,0.7661839606779893
0.08,2.1,47.0,0.6,0.5896451773402487,0.9196066702424983
0.08,2.1,47.0,0.7,0.6700211259966882,1.0971353087029785
0.08,2.1,47.0,0.8,0.682340823722251,1.258118062949796
0.08,2.1,47.0,0.9,0.6419517718157638,1.3846136360966583
0.08,2.1,47.0,1.0,0.5824894476129446,1.4815060791537638
0.08,2.1,52.0,0.3,0.15196253071640936,0.45954311050139235
