x	y	z	y-velocity	z-velocity	uw-reynolds-stress	vw-reynolds-stress	x-velocity	uu-reynolds-stress	vv-reynolds-stress	ww-reynolds-stress
-2.85	0.2543599999999999	0.0	0.0	0.0	0.0	0.0	8.289122927638289	2.020204857125191	0.6903099486014033	1.0061928651673275
-2.85	0.2553533333333333	0.0	0.0	0.0	0.0	0.0	8.301575611394105	2.0180746907611407	0.6897589165833703	1.0058551372028695
-2.85	0.2563466666666666	0.0	0.0	0.0	0.0	0.0	8.313989977147441	2.0159494454059246	0.6892255935658519	1.0055293756983132
-2.85	0.25733999999999996	0.0	0.0	0.0	0.0	0.0	8.326366497947097	2.0138289625737347	0.688709857326236	1.0052152720050924
-2.85	0.2583333333333333	0.0	0.0	0.0	0.0	0.0	8.338705633173381	2.0117130840118	0.6882115789647143	1.004912517103609
-2.85	0.25932666666666665	0.0	0.0	0.0	0.0	0.0	8.351007856211298	2.0096016517894024	0.6877306230154897	1.0046208017141531
-2.85	0.26031999999999994	0.0	0.0	0.0	0.0	0.0	8.363273635098484	2.0074945083613662	0.6872668475581736	1.0043398163972475
-2.85	0.2613133333333333	0.0	0.0	0.0	0.0	0.0	8.375503398402868	2.005391496643453	0.6868201043314441	1.0040692516479426
-2.85	0.26230666666666663	0.0	0.0	0.0	0.0	0.0	8.387697617934483	2.0032924600873883	0.6863902388481838	1.0038087980026236
-2.85	0.2632999999999999	0.0	0.0	0.0	0.0	0.0	8.39985673081201	2.001197242747248	0.685977090509971	1.003558146126803
-2.85	0.26429333333333327	0.0	0.0	0.0	0.0	0.0	8.411981175940246	1.9991056893395285	0.6855804927266211	1.0033169869151206
-2.85	0.2652866666666666	0.0	0.0	0.0	0.0	0.0	8.42407140497192	1.997017645307967	0.6852002730329465	1.0030850115874956
-2.85	0.26627999999999996	0.0	0.0	0.0	0.0	0.0	8.43612782559981	1.9949329568867384	0.6848362532086595	1.0028619117705633
-2.85	0.26727333333333325	0.0	0.0	0.0	0.0	0.0	8.448150871347263	1.9928514711518812	0.6844882493997138	1.0026473795978843
-2.85	0.26826666666666665	0.0	0.0	0.0	0.0	0.0	8.460140961358729	1.9907730360723577	0.6841560722398388	1.0024411077943705
-2.85	0.26925999999999994	0.0	0.0	0.0	0.0	0.0	8.47209852554643	1.9886975005720522	0.6838395269726811	1.0022427897601516
-2.85	0.2702533333333333	0.0	0.0	0.0	0.0	0.0	8.484023965425662	1.9866247145780767	0.6835384135755794	1.0020521196624865
-2.85	0.27124666666666664	0.0	0.0	0.0	0.0	0.0	8.49591768146873	1.9845545290525506	0.6832525268854671	1.0018687925126353
-2.85	0.27224	0.0	0.0	0.0	0.0	0.0	8.50778009172822	1.9824867960657646	0.6829816567216	1.0016925042508606
-2.85	0.2732333333333333	0.0	0.0	0.0	0.0	0.0	8.519611573310295	1.980421368801318	0.6827255880150858	1.001522951825239
-2.85	0.2742266666666666	0.0	0.0	0.0	0.0	0.0	8.531412540544126	1.9783581016273444	0.6824841009321487	1.0013598332781521
-2.85	0.27521999999999996	0.0	0.0	0.0	0.0	0.0	8.543183361809833	1.97629685010872	0.6822569710036819	1.0012028478019406
-2.85	0.27621333333333326	0.0	0.0	0.0	0.0	0.0	8.554924426457383	1.974237471077993	0.6820439692542353	1.0010516958414344
-2.85	0.2772066666666666	0.0	0.0	0.0	0.0	0.0	8.56663611535104	1.9721798226252636	0.6818448623274364	1.000906079144302
-2.85	0.27819999999999995	0.0	0.0	0.0	0.0	0.0	8.578318800072138	1.9701237641502063	0.6816594126185315	1.0007657008482305
-2.85	0.2791933333333333	0.0	0.0	0.0	0.0	0.0	8.589972839080577	1.968069156400031	0.6814873784018609	1.0006302655396517
-2.85	0.2801866666666666	0.0	0.0	0.0	0.0	0.0	8.601598606062925	1.9660158614776708	0.6813285139613064	1.0004994793311894
-2.85	0.28118	0.0	0.0	0.0	0.0	0.0	8.613196469944846	1.9639637428759422	0.6811825697210634	1.0003730499242731
-2.85	0.2821733333333333	0.0	0.0	0.0	0.0	0.0	8.624766763146313	1.9619126654955596	0.6810492923759296	1.0002506866716503
-2.85	0.2831666666666666	0.0	0.0	0.0	0.0	0.0	8.63630983723234	1.959862495665155	0.6809284250219438	1.000132100645816
-2.85	0.28415999999999997	0.0	0.0	0.0	0.0	0.0	8.647826056369212	1.9578131011617457	0.6808197072865337	1.0000170046966879
-2.85	0.2851533333333333	0.0	0.0	0.0	0.0	0.0	8.659315735501144	1.955764351230311	0.6807228754623832	0.9999051135133987
-2.85	0.2861466666666666	0.0	0.0	0.0	0.0	0.0	8.670779232845863	1.9537161165898196	0.6806376626349997	0.9997961436828778
-2.85	0.28713999999999995	0.0	0.0	0.0	0.0	0.0	8.682216865121767	1.9516682694567487	0.680563798816503	0.9996898137419395
-2.85	0.2881333333333333	0.0	0.0	0.0	0.0	0.0	8.693628957441753	1.9496206835307197	0.6805010110758507	0.9995858442443495
-2.85	0.2891266666666666	0.0	0.0	0.0	0.0	0.0	8.7050158351385	1.9475732340393803	0.6804490236696473	0.9994839577957685
-2.85	0.29011999999999993	0.0	0.0	0.0	0.0	0.0	8.716377804612312	1.9455257977341593	0.6804075581740482	0.9993838791226736
-2.85	0.2911133333333333	0.0	0.0	0.0	0.0	0.0	8.727715201307142	1.9434782528622083	0.6803763336144442	0.9992853351124821
-2.85	0.2921066666666666	0.0	0.0	0.0	0.0	0.0	8.739028309389845	1.9414304792209587	0.6803550665957255	0.9991880548604091
-2.85	0.2930999999999999	0.0	0.0	0.0	0.0	0.0	8.750317438834733	1.93938235814331	0.6803434714344272	0.9990917697266213
-2.85	0.2940933333333333	0.0	0.0	0.0	0.0	0.0	8.761582899132383	1.9373337724499198	0.6803412602860588	0.9989962133719947
-2.85	0.2950866666666666	0.0	0.0	0.0	0.0	0.0	8.772824963033795	1.9352846065490885	0.680348143277176	0.9989011218033773
-2.85	0.29607999999999995	0.0	0.0	0.0	0.0	0.0	8.784043934126963	1.933234746323627	0.6803638286322474	0.9988062334197266
-2.85	0.2970733333333333	0.0	0.0	0.0	0.0	0.0	8.795240092938517	1.9311840792216601	0.6803880228035271	0.998711289043064
-2.85	0.29806666666666665	0.0	0.0	0.0	0.0	0.0	8.806413719200288	1.9291324941839092	0.6804204305984821	0.9986160319713648
-2.85	0.29905999999999994	0.0	0.0	0.0	0.0	0.0	8.81756510307318	1.927079881668701	0.680460755307989	0.998520208002467
-2.85	0.3000533333333333	0.0	0.0	0.0	0.0	0.0	8.828694488566548	1.925026133645268	0.6805086988323852	0.9984235654743103
-2.85	0.30104666666666663	0.0	0.0	0.0	0.0	0.0	8.839802164259305	1.9229711435837762	0.6805639618087416	0.9983258553009545
-2.85	0.3020399999999999	0.0	0.0	0.0	0.0	0.0	8.850888384442381	1.9209148064180344	0.6806262437343791	0.9982268310070966
-2.85	0.30303333333333327	0.0	0.0	0.0	0.0	0.0	8.861953410455186	1.9188570185770544	0.6806952430950902	0.9981262487466329
-2.85	0.3040266666666666	0.0	0.0	0.0	0.0	0.0	8.872997500673009	1.916797677950365	0.6807706574847346	0.9980238673498387
-2.85	0.30501999999999996	0.0	0.0	0.0	0.0	0.0	8.884020903928034	1.9147366838680666	0.6808521837321077	0.9979194483344574
-2.85	0.30601333333333325	0.0	0.0	0.0	0.0	0.0	8.895023858064278	1.9126739371062642	0.6809395180208878	0.9978127559463984
-2.85	0.30700666666666665	0.0	0.0	0.0	0.0	0.0	8.90600661215484	1.910609339853722	0.6810323560121143	0.9977035571751718
-2.85	0.30799999999999994	0.0	0.0	0.0	0.0	0.0	8.916969406656966	1.908542795710674	0.6811303929638055	0.9975916217831536
-2.85	0.3089933333333333	0.0	0.0	0.0	0.0	0.0	8.92791247090691	1.9064742096535447	0.6812333238509712	0.9974767223178311
-2.85	0.30998666666666663	0.0	0.0	0.0	0.0	0.0	8.938836030203651	1.9044034880407525	0.6813408434835356	0.9973586341477586
-2.85	0.3109799999999999	0.0	0.0	0.0	0.0	0.0	8.949740329719907	1.9023305385739362	0.6814526466232667	0.9972371354719689
-2.85	0.31197333333333327	0.0	0.0	0.0	0.0	0.0	8.960625560897029	1.9002552702898374	0.681568428100717	0.9971120073350015
-2.85	0.3129666666666666	0.0	0.0	0.0	0.0	0.0	8.971491968587644	1.8981775935329153	0.6816878829296071	0.9969830336547704
-2.85	0.31395999999999996	0.0	0.0	0.0	0.0	0.0	8.98233974476578	1.8960974199426157	0.6818107064201014	0.9968500012274951
-2.85	0.31495333333333325	0.0	0.0	0.0	0.0	0.0	8.99316913029476	1.8940146624291092	0.6819365942922749	0.9967126997415081
-2.85	0.3159466666666666	0.0	0.0	0.0	0.0	0.0	9.0039803060957	1.8919292351473898	0.6820652427875312	0.9965709217997047
-2.85	0.31693999999999994	0.0	0.0	0.0	0.0	0.0	9.014773473760524	1.889841053475987	0.6821963487769146	0.9964244629199802
-2.85	0.3179333333333333	0.0	0.0	0.0	0.0	0.0	9.0255488496574	1.8877500340061752	0.6823296098713918	0.9962731215482998
-2.85	0.3189266666666666	0.0	0.0	0.0	0.0	0.0	9.036306606574026	1.8856560944997722	0.682464724528709	0.9961166990705684
-2.85	0.31992	0.0	0.0	0.0	0.0	0.0	9.047046959647643	1.8835591538771546	0.6826013921591645	0.9959549998219484
-2.85	0.3209133333333333	0.0	0.0	0.0	0.0	0.0	9.057770077584047	1.8814591321921024	0.6827393132294811	0.9957878310779691
-2.85	0.3219066666666666	0.0	0.0	0.0	0.0	0.0	9.068476150076348	1.879355950604707	0.6828781893668362	0.9956150030795612
-2.85	0.32289999999999996	0.0	0.0	0.0	0.0	0.0	9.07916537189074	1.877249531360605	0.6830177234600554	0.9954363290230718
-2.85	0.32389333333333326	0.0	0.0	0.0	0.0	0.0	9.089837897613625	1.8751397977645556	0.6831576197588018	0.9952516250665803
-2.85	0.3248866666666666	0.0	0.0	0.0	0.0	0.0	9.100493905767616	1.8730266741508181	0.6832975839731465	0.9950607103365581
-2.85	0.32587999999999995	0.0	0.0	0.0	0.0	0.0	9.111133585186725	1.870910085862089	0.6834373233698323	0.9948634069208131
-2.85	0.3268733333333333	0.0	0.0	0.0	0.0	0.0	9.121757087734013	1.8687899592311927	0.6835765468675973	0.9946595398678432
-2.85	0.3278666666666666	0.0	0.0	0.0	0.0	0.0	9.13236456729564	1.8666662215353063	0.6837149651313477	0.9944489371918909
-2.85	0.32885999999999993	0.0	0.0	0.0	0.0	0.0	9.142956199657041	1.8645388010022879	0.6838522906634352	0.9942314298667426
-2.85	0.3298533333333333	0.0	0.0	0.0	0.0	0.0	9.153532140696166	1.8624076267478564	0.6839882378950773	0.994006851811878
-2.85	0.3308466666666666	0.0	0.0	0.0	0.0	0.0	9.164092532748702	1.8602726287800604	0.6841225232739364	0.9937750399058926
