h,x,r,alpha,RMSE relative u,RMSE u,RMSE relative uu,RMSE uu
0.12,2.7,82.0,0.3,1.1987195074523376,1.0530055677666832,2.7637448340975603,0.03725043180074215
0.12,2.7,82.0,0.4,1.9221977107987458,1.6565794523174366,3.797221902598581,0.05117988960844843
0.12,2.7,82.0,0.5,2.4955455438254703,2.116858899886535,4.369636089868182,0.058895028640676035
0.12,2.7,82.0,0.6,2.909337720375379,2.4374072148511012,4.500746975815196,0.06066217336946895
0.12,2.7,82.0,0.7,3.1791357461188645,2.6346948296230845,4.246491881982554,0.057235260755846035
0.12,2.7,92.0,0.1,0.5952696128487797,0.4578972102479128,2.7272295866827907,0.03675827032594549
0.12,2.7,92.0,0.2,0.5406660807245838,0.4397932161697035,2.182304335667877,0.029413633929343607
0.12,2.7,92.0,0.3,1.121157976977564,0.9836334723303051,2.8875516912829564,0.03891913103561732
0.12,2.7,92.0,0.4,1.827307202013773,1.5759674757331552,4.011339649446498,0.05406582119948522
0.12,2.7,92.0,0.5,2.41521694515481,2.051589757334679,4.723789156918906,0.06366839067773412
0.12,2.7,92.0,0.6,2.8417025066998236,2.384466997574436,4.9483649023207175,0.0666952777423363
0.12,2.7,92.0,0.7,3.109891711848195,2.5809753922230674,4.711847924795584,0.06350744381775675
0.12,3.6,52.0,0.1,0.6336411513029161,0.49099619866207805,4.280961369632125,0.05769984897797695
0.12,3.6,52.0,0.2,0.5140468086431412,0.3718646064917355,3.2958217551530566,0.04442189524989896
0.12,3.6,52.0,0.3,0.8318121146135267,0.7280550743940395,2.7430743198881578,0.03697182953241985
0.12,3.6,52.0,0.4,1.447449238135496,1.2620199313237392,2.7216050732728507,0.03668246175251843
0.12,3.6,52.0,0.5,2.0009006612442306,1.7177819570844874,2.6276999472097677,0.03541678539520914
0.12,3.6,52.0,0.6,2.4137292277445734,2.044408120319498,2.401849597135672,0.03237271889572134
0.12,3.6,52.0,0.7,2.6510917901296613,2.218034615567549,2.7914127510590943,0.037623346782302204
0.12,3.6,62.0,0.1,0.6132081172320789,0.4750448015606791,4.179069845662765,0.056326529987791044
0.12,3.6,62.0,0.2,0.5022108432850446,0.3638262701550683,3.2384085362056596,0.04364806578110163
0.12,3.6,62.0,0.3,0.8558528690991781,0.7523079441327989,2.702695848776992,0.036427598579624285
0.12,3.6,62.0,0.4,1.4914067684045105,1.300453127554412,2.7673327524844975,0.037298790646150125
0.12,3.6,62.0,0.5,2.056857643339821,1.7648527437717407,2.869987710243336,0.03868239938449167
0.12,3.6,62.0,0.6,2.5052420250667007,2.121488786068018,2.7293478893563554,0.03678682132975069
0.12,3.6,62.0,0.7,2.807772001162637,2.351033949168502,2.6482432365987942,0.03569367289614904
0.12,3.6,72.0,0.1,0.6263002286334324,0.48607920593395115,4.07263190924249,0.05489193333374435
0.12,3.6,72.0,0.2,0.5161220208379461,0.3682346918448921,3.105160717096557,0.04185211894220251
0.12,3.6,72.0,0.3,0.8122871564031017,0.7118219317694865,2.733941230755867,0.036848731513508995
0.12,3.6,72.0,0.4,1.458096846024195,1.2744952193902777,3.1410246585089823,0.04233550195470323
0.12,3.6,72.0,0.5,2.069097204783222,1.7801676846044883,3.546427055602013,0.04779961505170784
0.12,3.6,72.0,0.6,2.5333665896197815,2.150090714122057,3.677222415304385,0.04956250704026497
0.12,3.6,72.0,0.7,2.8399101566352187,2.3822110075987557,3.4626507795716144,0.0466704578233382
0.12,3.6,82.0,0.1,0.6243091967381703,0.4842235016603581,3.207170102373652,0.04322702649604723
0.12,3.6,82.0,0.2,0.5133529967783922,0.3669711974922685,2.388702295842218,0.032195516339192445
0.12,3.6,82.0,0.3,0.8065660799822206,0.7059958080723491,2.3968511187279957,0.032305348175843206
0.12,3.6,82.0,0.4,1.4250784009072446,1.2447150392214492,3.180954973310695,0.0428736925466683
0.12,3.6,82.0,0.5,1.9920630870531195,1.7128702901068789,3.844270354663274,0.05181402020304749
0.12,3.6,82.0,0.6,2.4270562455542817,2.058841625760026,4.077209785468514,0.0549536350740953
0.12,3.6,82.0,0.7,2.734188832222784,2.2932434850453918,3.8930596585631463,0.05247161442632942
0.12,3.6,92.0,0.1,0.5993352525437073,0.4632568098774179,3.0990810071620505,0.04177017511819621
0.12,3.6,92.0,0.2,0.49597514294385225,0.354840434683836,2.320413412914911,0.03127510199961644
0.12,3.6,92.0,0.3,0.7570475986950002,0.6585407155284779,2.4757510005390753,0.033368780165015946
0.12,3.6,92.0,0.4,1.3516463660354214,1.1798406655645768,3.3867011745495024,0.045646790389476395
0.12,3.6,92.0,0.5,1.923461361178969,1.6549800362096483,4.143627515231898,0.05584882955167048
0.12,3.6,92.0,0.6,2.3702939111088988,2.012863894899505,4.55588934219575,0.06140539572952487
0.12,3.6,92.0,0.7,2.6727118602445175,2.2438903928833502,4.423899831423111,0.05962640867949392
0.12,5.0,52.0,0.1,0.6953946251511397,0.5434818181532783,4.8677613742652674,0.0656088835905733
0.12,5.0,52.0,0.2,0.6407512731043655,0.44820065353448885,4.056716987173182,0.05467742810451958
0.12,5.0,52.0,0.3,0.5870149466692713,0.457266702845024,3.40589369778095,0.045905471932322445
0.12,5.0,52.0,0.4,0.9245653033326036,0.800372566480238,2.9659875045223876,0.03997630819458077
0.12,5.0,52.0,0.5,1.3736586077556279,1.1951833432447128,2.658342803036954,0.03582979733360804
0.12,5.0,52.0,0.6,1.7711934456040432,1.5262530975147899,2.427021406190812,0.03271199072173851
0.12,5.0,52.0,0.7,2.0656992028363725,1.7583531348783472,2.697940874196372,0.03636350986414506
0.12,5.0,62.0,0.1,0.6979449442122997,0.5464771950315722,4.551585978079947,0.06134739393083066
0.12,5.0,62.0,0.2,0.6431224031605999,0.45095898884402846,3.763368357012665,0.0507236032047605
0.12,5.0,62.0,0.3,0.6115515069190774,0.4908976546437277,3.1215377198480514,0.04207285220837406
0.12,5.0,62.0,0.4,0.9970494787107128,0.8690581979943659,2.766705807698486,0.03729034053031236
0.12,5.0,62.0,0.5,1.4690931404798715,1.2779949199982676,2.6010748830591153,0.03505792624001578
0.12,5.0,62.0,0.6,1.8878975994314766,1.6240145519262084,2.428790070096678,0.03273582920834229
0.12,5.0,62.0,0.7,2.213708315908551,1.881806134065973,2.3371034581703594,0.03150005452955663
0.12,5.0,72.0,0.1,0.674944039082128,0.5279906331358074,4.240947660235607,0.0571605343731768
0.12,5.0,72.0,0.2,0.6435685742995385,0.45191245525071205,3.4300735512367018,0.04623137393709256
0.12,5.0,72.0,0.3,0.5875258167282735,0.46277739013397046,2.8302886387208095,0.03814732554624945
0.12,5.0,72.0,0.4,0.9621205098296047,0.838533232318929,2.8526636839225197,0.03844890190201205
0.12,5.0,72.0,0.5,1.451728327975485,1.2656215489116203,3.178927977555033,0.04284637219993254
0.12,5.0,72.0,0.6,1.888517448376169,1.6278166010699686,3.390823110122317,0.04570234684969944
0.12,5.0,72.0,0.7,2.2270841227308047,1.8965171641366831,3.2463796264008793,0.043755502092888185
0.12,5.0,82.0,0.1,0.7060751714623761,0.5532825682717851,3.1709556173601783,0.04273891877077893
0.12,5.0,82.0,0.2,0.6627241481635565,0.4657146746661285,2.4710690126496435,0.03330567518209008
0.12,5.0,82.0,0.3,0.5981975075890219,0.46794880756960044,2.1184569699811346,0.02855308345021531
0.12,5.0,82.0,0.4,0.9281425098906075,0.8037651956338216,2.506391873162123,0.033781765373302276
0.12,5.0,82.0,0.5,1.3849965391918189,1.2060242725051593,3.007633769092835,0.04053762677905988
0.12,5.0,82.0,0.6,1.798180075619555,1.5506542121061877,3.3224074713889618,0.04478022406423136
0.12,5.0,82.0,0.7,2.1167528791389207,1.8034730699461579,3.2264444617482964,0.043486811046534735
0.12,5.0,92.0,0.1,0.7033615675281697,0.5503131806872532,2.9703970338729113,0.04003574091438852
0.12,5.0,92.0,0.2,0.6629086487616656,0.4651368248160416,2.2618019330192527,0.03048512207540006
0.12,5.0,92.0,0.3,0.5851327017879874,0.4477242443327798,2.0630508715581963,0.02780630644490512
0.12,5.0,92.0,0.4,0.8993536188479193,0.7761588306690371,2.813714980309,0.0379239417067788
0.12,5.0,92.0,0.5,1.361613513945716,1.1866177905393922,3.63813418828254,0.04903566631425975
0.12,5.0,92.0,0.6,1.770935549992612,1.5289360700593262,4.134240727002661,0.05572231211400862
0.12,5.0,92.0,0.7,2.071072234748158,1.7658164112063555,4.097412045120943,0.05522592609246979
0.12,7.0,52.0,0.1,0.7185179434143656,0.5657964271420018,5.348507157468137,0.07208849335401962
0.12,7.0,52.0,0.2,0.7669806399501112,0.5505001175643147,4.9357263549827515,0.06652493229659724
0.12,7.0,52.0,0.3,0.6334627215205125,0.4293806534006597,4.536202645572652,0.061140053596310154
0.12,7.0,52.0,0.4,0.6713048986874494,0.5160153843176704,4.134281187273587,0.055722857447479415
0.12,7.0,52.0,0.5,0.9232039898301332,0.7876302387878015,3.792773350912357,0.05111993093601408
0.12,7.0,52.0,0.6,1.2323807209539368,1.0747875404963356,3.5318268483354185,0.047602829871559844
0.12,7.0,52.0,0.7,1.527016296593633,1.3183502653633536,3.6027225672848098,0.04855837978742291
0.12,7.0,62.0,0.1,0.715604538049058,0.563820386502691,5.040703496725364,0.06793984000112738
0.12,7.0,62.0,0.2,0.7470828709489155,0.5346629934556691,4.546083599520649,0.06127323152092356
0.12,7.0,62.0,0.3,0.6072451412146794,0.4200334741307999,4.006941311114658,0.054006539314976426
0.12,7.0,62.0,0.4,0.7147907831067295,0.578870313821349,3.5091654176408817,0.047297393541773015
0.12,7.0,62.0,0.5,1.0157251813247536,0.8773231875789987,3.1412282797214393,0.04233824641142522
0.12,7.0,62.0,0.6,1.350500195996101,1.176098226174267,2.8498074992245686,0.03841040554301801
0.12,7.0,62.0,0.7,1.6452048128886079,1.4164468049381127,2.7234537643183314,0.036707378864568964
0.12,7.0,72.0,0.1,0.6904568746194486,0.5431653062214342,4.147588280477291,0.05590221371862828
0.12,7.0,72.0,0.2,0.7327465692890534,0.5245474743347954,3.5395096721541592,0.04770638085831024
0.12,7.0,72.0,0.3,0.5997985523699518,0.4115176473063393,2.9686935891598725,0.04001278146808708
0.12,7.0,72.0,0.4,0.684607332121926,0.5462665295576487,2.672508634894459,0.03602072789528598
0.12,7.0,72.0,0.5,0.9726110007101888,0.8381023599711589,2.662056115839442,0.03587984627575253
0.12,7.0,72.0,0.6,1.3150372475509369,1.1468648012186051,2.7105610988701145,0.03653360835251466
0.12,7.0,72.0,0.7,1.623235627406556,1.4000230763605728,2.5867476667395657,0.03486482049891355
0.12,7.0,82.0,0.1,0.6938650126991925,0.5459421534776008,3.3647143770037107,0.04535044693099511
0.12,7.0,82.0,0.2,0.7401961446149853,0.5304351492953866,2.776152018497063,0.03741765887996121
0.12,7.0,82.0,0.3,0.6116902822742482,0.4157587829901774,2.295686320205031,0.03094182416974731
0.12,7.0,82.0,0.4,0.6551596457228468,0.5037123344781773,2.1436217373503297,0.028892260366659483
0.12,7.0,82.0,0.5,0.8956420117269298,0.7624430310782684,2.2713477884243423,0.03061378345953365
0.12,7.0,82.0,0.6,1.224787487354155,1.0687264539540593,2.4151942066405057,0.03255258082079288
0.12,7.0,82.0,0.7,1.5340368530437922,1.3254819860644542,2.3431019931077786,0.03158090425701118
0.12,7.0,92.0,0.1,0.7031032037884369,0.5528817003938996,3.2831089891351164,0.04425054946655905
0.12,7.0,92.0,0.2,0.7566258024722193,0.5428396762887863,2.635525015161855,0.03552225358333172
0.12,7.0,92.0,0.3,0.6230400119691454,0.4229701448853829,2.1689467040228196,0.029233596488667177
0.12,7.0,92.0,0.4,0.6760583297761077,0.5276919979312225,2.2572045204445814,0.030423157019342863
0.12,7.0,92.0,0.5,0.9286075276544482,0.7939241620365066,2.737062204599324,0.03689079676565285
0.12,7.0,92.0,0.6,1.2148512505385085,1.058106993331362,3.134252019420153,0.042244218661333696
0.12,7.0,92.0,0.7,1.48100942853639,1.276244480584516,3.126854867091139,0.04214451802509837
0.12,9.0,52.0,0.1,0.7345408703782992,0.5748435557268734,5.797710581405551,0.07814296745075884
0.12,9.0,52.0,0.2,0.8041250195859598,0.5771495732611406,5.636620075963002,0.07597175004577214
0.12,9.0,52.0,0.3,0.7265817413888765,0.48673795319073343,5.383674547907916,0.07256248808140003
0.12,9.0,52.0,0.4,0.6650966336403008,0.44928805209543843,5.033126441328531,0.06783771458714997
0.12,9.0,52.0,0.5,0.7492529073161006,0.5872265846885202,4.699079719514943,0.06333535081041526
0.12,9.0,52.0,0.6,0.9214083346387111,0.789033105229874,4.429827304596068,0.059706300619030386
0.12,9.0,52.0,0.7,1.1929496773700536,1.0258767920354512,4.402091053279768,0.05933246461025014
0.12,9.0,62.0,0.1,0.7173519225911276,0.5613345136031663,5.30814235726796,0.0715444466611207
0.12,9.0,62.0,0.2,0.7901047263742514,0.5672201303887967,5.062107955598158,0.06822833455591981
0.12,9.0,62.0,0.3,0.6892970094461909,0.4608367501779275,4.66979382507532,0.06294062833094183
0.12,9.0,62.0,0.4,0.6544229594745838,0.4645884201803426,4.199136852327058,0.05659699803316591
0.12,9.0,62.0,0.5,0.7961483833885179,0.649928465541281,3.7933501510250474,0.05112770518962656
0.12,9.0,62.0,0.6,1.007635006882341,0.8715077030926182,3.461642503649495,0.046656868032772206
0.12,9.0,62.0,0.7,1.2699515660151683,1.0939941497529255,3.320456654413724,0.04475393047381184
0.12,9.0,72.0,0.1,0.7251734742745748,0.5681346862116357,4.064421574274031,0.054781272422132495
0.12,9.0,72.0,0.2,0.8247130348262551,0.5959990411940743,3.6056459521911295,0.048597781887333394
0.12,9.0,72.0,0.3,0.7358750767679608,0.4955002799519296,3.1481175654089726,0.042431101896306875
0.12,9.0,72.0,0.4,0.6709182988766842,0.4625187303017916,2.7491745445490356,0.037054049858947724
0.12,9.0,72.0,0.5,0.7789294953749508,0.6241171256625161,2.525069633165792,0.03403350881091036
0.12,9.0,72.0,0.6,0.9770337307766618,0.8431181735756781,2.3918467841226443,0.032237898524694206
0.12,9.0,72.0,0.7,1.2431203408325393,1.0716980667573206,2.2421124753196295,0.030219742727717665
0.12,9.0,82.0,0.1,0.7231102045855116,0.5661837880491601,3.408374165524538,0.04593890428590897
0.12,9.0,82.0,0.2,0.8221079389535915,0.5938298725711325,3.081754403481301,0.04153664289742627
0.12,9.0,82.0,0.3,0.748366998326886,0.5048208286630783,2.716406334221412,0.0366123918704887
0.12,9.0,82.0,0.4,0.6747435716613494,0.453271563883734,2.3721152096719895,0.031971951517095226
0.12,9.0,82.0,0.5,0.742125853389736,0.5757496719375345,2.178032610100358,0.029356058562775338
0.12,9.0,82.0,0.6,0.9083161071038848,0.7768073207130545,2.08711715447681,0.028130677718076553
0.12,9.0,82.0,0.7,1.170510401402429,1.006288744194595,1.963357046534379,0.026462608580982226
0.12,9.0,92.0,0.1,0.7262489052914199,0.5678782382289216,3.3491684717521095,0.045140915401090095
0.12,9.0,92.0,0.2,0.7849181722956554,0.5616032943388937,2.8589871526858364,0.03853413116739355
0.12,9.0,92.0,0.3,0.7037445821800459,0.46969818337496766,2.4039185606583127,0.032400604894330005
0.12,9.0,92.0,0.4,0.6528716300252505,0.44336917542261495,2.1582863846610354,0.02908991408555201
0.12,9.0,92.0,0.5,0.737336814973715,0.5766494833771502,2.181399242590138,0.029401434862501526
0.12,9.0,92.0,0.6,0.8917273966114391,0.7602687550995431,2.2831182893085664,0.030772429161929515
0.12,9.0,92.0,0.7,1.1221864062422116,0.9590826396263604,2.213402816916988,0.02983278689910572
0.12,11.0,52.0,0.1,0.7604887650999892,0.5962923601907193,6.052065498982514,0.08157122551332989
0.12,11.0,52.0,0.2,0.8791672943927356,0.6383659614341435,6.033367899537902,0.08131921467486311
0.12,11.0,52.0,0.3,0.8287887475860078,0.5654009544901298,5.824909503851431,0.07850956120902626
0.12,11.0,52.0,0.4,0.742815766995519,0.4799571399891823,5.489463871356907,0.07398834257048495
0.12,11.0,52.0,0.5,0.7203892010803051,0.5009937008140659,5.17605576773721,0.06976415115974008
0.12,11.0,52.0,0.6,0.7719971241971146,0.6240617670619837,4.914774599360963,0.06624253938743054
0.12,11.0,52.0,0.7,0.992770076153581,0.8323785746145522,4.847782162155496,0.0653395988617714
0.12,11.0,62.0,0.1,0.7417198816758535,0.5817551023766914,5.504768498446102,0.07419462209404594
0.12,11.0,62.0,0.2,0.8708729045434591,0.6336174920808528,5.30347962098102,0.07148160115602245
0.12,11.0,62.0,0.3,0.7926046339216528,0.5385631414636912,4.988931483347612,0.06724204408678612
0.12,11.0,62.0,0.4,0.7113721700546801,0.46686443149458295,4.5733391501682465,0.06164058852800469
0.12,11.0,62.0,0.5,0.7171882214288335,0.5185980552597855,4.184893125177503,0.05640501757960638
0.12,11.0,62.0,0.6,0.8043317905599235,0.6650621764486293,3.853527272388871,0.051938787214157976
0.12,11.0,62.0,0.7,1.0177292558397886,0.8587119109653695,3.71271393606716,0.050040870475762826
0.12,11.0,72.0,0.1,0.7665992270430136,0.6025018569590548,4.262406400827457,0.057449760550313214
0.12,11.0,72.0,0.2,0.9221034340937159,0.6750441240216389,3.969008545786682,0.0534952721855257
0.12,11.0,72.0,0.3,0.8590299326614935,0.5897000064007913,3.6093680613472423,0.0486479493888929
0.12,11.0,72.0,0.4,0.761901362073119,0.496161521641091,3.2023610174721546,0.04316220846837078
0.12,11.0,72.0,0.5,0.7401414181309428,0.5228934604264542,2.867680951387145,0.038651308321961876
0.12,11.0,72.0,0.6,0.8011428186450642,0.6532511892022442,2.6156257760353654,0.035254046750044225
0.12,11.0,72.0,0.7,0.9949104652440816,0.83188919186169,2.437190139617301,0.0328490474088574
0.12,11.0,82.0,0.1,0.7621052457687546,0.5985299395696821,3.9073351838663593,0.052664023463215325
0.12,11.0,82.0,0.2,0.903997461580404,0.6598790971375974,3.7086648360437247,0.049986295710966716
0.12,11.0,82.0,0.3,0.8441367851072746,0.5779617017100491,3.36688515188211,0.045379705168067136
0.12,11.0,82.0,0.4,0.7610807198498984,0.4916061755169905,2.976463474457804,0.04011750589084106
0.12,11.0,82.0,0.5,0.7255616121452209,0.49238395469452967,2.665236657141015,0.035922714392729906
0.12,11.0,82.0,0.6,0.750239415812197,0.5939655370718606,2.4315571461143204,0.03277312453865318
0.12,11.0,82.0,0.7,0.9384839943595066,0.7743602643147024,2.26723021897798,0.030558285847035488
0.12,11.0,92.0,0.1,0.7742786392337441,0.6076210810758118,3.523980716468005,0.047497077778812055
0.12,11.0,92.0,0.2,0.902867917175737,0.657207940380075,3.127477228302253,0.042152906362387686
0.12,11.0,92.0,0.3,0.8583462748092542,0.5880674792970408,2.760488398495383,0.03720654076173745
0.12,11.0,92.0,0.4,0.7661559690706313,0.4948088579422984,2.413011912236389,0.03252316732072343
0.12,11.0,92.0,0.5,0.7322963304513739,0.5015963114928819,2.1754808194679742,0.029321664901772827
0.12,11.0,92.0,0.6,0.7490484819144977,0.5902255597932811,2.041249303044027,0.027512459548814417
0.12,11.0,92.0,0.7,0.9153931130458429,0.7473817670568542,1.9093223755934843,0.02573431601217256
0.12,13.0,52.0,0.1,0.7275153046145216,0.5698992924073825,6.0016982704504,0.08089236363423005
0.12,13.0,52.0,0.2,0.8658040829724718,0.630673260874994,6.117374699054517,0.08245147895540916
0.12,13.0,52.0,0.3,0.8571555775798227,0.5918744181132228,6.02778815422102,0.08124400949679181
0.12,13.0,52.0,0.4,0.7803887542780312,0.5023070941111341,5.77375553119836,0.0778200953993968
0.12,13.0,52.0,0.5,0.7225162206234623,0.4749001107124835,5.511109559572329,0.07428008847361642
0.12,13.0,52.0,0.6,0.7071014336301162,0.5396110219563363,5.254693061571144,0.0708240439236509
0.12,13.0,52.0,0.7,0.873413821531897,0.7063457526964223,5.15419811228351,0.06946954831010035
0.12,13.0,62.0,0.1,0.7238122081659418,0.5675334317806701,5.515067004171682,0.07433342788409117
0.12,13.0,62.0,0.2,0.8715032369018771,0.6362896789863415,5.448826819067589,0.0734406263970486
0.12,13.0,62.0,0.3,0.8413389060391488,0.5793172680030663,5.232841352066817,0.07052952121497746
0.12,13.0,62.0,0.4,0.7580665263563632,0.48917658473632386,4.915121972086996,0.06624722136236574
0.12,13.0,62.0,0.5,0.7141324655595076,0.47886299879765104,4.564463915755497,0.061520965938347015
0.12,13.0,62.0,0.6,0.7074189227364337,0.5441753382207433,4.245870293897219,0.05722688283893588
0.12,13.0,62.0,0.7,0.8554051241477932,0.6871714153425867,4.103769698597391,0.05531161610781252
0.12,13.0,72.0,0.1,0.7331436183048993,0.5754665120754259,4.355286794010711,0.05870162530613777
0.12,13.0,72.0,0.2,0.9068188164846519,0.6657246172254504,4.220546733063748,0.05688556566517182
0.12,13.0,72.0,0.3,0.8943202008912592,0.6218579012672044,3.999308656454081,0.053903664520464044
0.12,13.0,72.0,0.4,0.8073268668735162,0.5230169135624511,3.6554131998340966,0.04926855707662119
0.12,13.0,72.0,0.5,0.7435091885122571,0.4878531991419147,3.3111420303359087,0.044628385682310305
0.12,13.0,72.0,0.6,0.710940051724789,0.5327593480638141,3.019782521127552,0.04070137064338126
0.12,13.0,72.0,0.7,0.8469484460941797,0.6695589834325911,2.840528351303967,0.03828533890787829
0.12,13.0,82.0,0.1,0.7321434444598228,0.5742425351782015,4.375721168606371,0.058977044826737254
0.12,13.0,82.0,0.2,0.8763034463147384,0.6394890290356826,4.262927718916721,0.057456787003584524
0.12,13.0,82.0,0.3,0.8577142508349025,0.5919511140675083,3.9762373313471513,0.05359270353309451
0.12,13.0,82.0,0.4,0.7943691157130879,0.5113005277978298,3.608809964179133,0.04864042721816196
0.12,13.0,82.0,0.5,0.7341187625762482,0.4692208724600867,3.2709746754585156,0.044087000205975224
0.12,13.0,82.0,0.6,0.6825626888821905,0.4949968515713725,2.984705551690085,0.04022859463248236
0.12,13.0,82.0,0.7,0.811003562156681,0.6289719730913055,2.8047533376204243,0.03780315448515296
0.12,13.0,92.0,0.1,0.7741639688746943,0.6083041668375456,3.6038410542861,0.04857345502998783
0.12,13.0,92.0,0.2,0.9331037983642352,0.6835204348843398,3.4045597521459996,0.04588749268536464
0.12,13.0,92.0,0.3,0.933161079515046,0.6496931554089297,3.155154805395708,0.042525951545578825
0.12,13.0,92.0,0.4,0.8564321768108784,0.5548246725870678,2.825591992850959,0.03808402299946271
0.12,13.0,92.0,0.5,0.7796796096074303,0.4986992981108674,2.536633192404877,0.034189365302976865
0.12,13.0,92.0,0.6,0.7135901674836889,0.5110501096877862,2.3075186418197484,0.031101303107135332
0.12,13.0,92.0,0.7,0.8271131104271962,0.6308575001608319,2.1554272471678106,0.029051377928057898
0.16,0.3,52.0,0.1,2.435325850214608,2.1413148031774405,3.1488840209119355,0.04244143237185917
0.16,0.3,52.0,0.2,5.309084058456963,4.478481728835058,5.498917836085315,0.07411576542950485
0.16,0.3,52.0,0.3,5.7226008927777725,4.685814660101233,7.209026863276902,0.09716503499423089
0.16,0.3,52.0,0.4,5.782693352786574,4.634697005167061,7.468726226701486,0.10066532681082416
0.16,0.3,52.0,0.5,5.7492502273930075,4.540280212875535,7.197946197614672,0.09701568706041828
0.16,0.3,52.0,0.6,5.705026258682899,4.474822500893207,6.749648749744346,0.09097342393166852
0.16,0.3,52.0,0.7,5.643814245922079,4.3741186368786815,6.28223957451446,0.08467356824668186
0.16,0.3,62.0,0.1,2.3905933964013037,2.1022592409302274,3.7382872059233754,0.050385553289077616
0.16,0.3,62.0,0.2,5.275986275655198,4.451809987273417,4.627330194301459,0.06236829308398329
0.16,0.3,62.0,0.3,5.713243013751427,4.680649705438681,5.853716420833996,0.07889782791267042
0.16,0.3,62.0,0.4,5.779377209745922,4.634546275013418,6.2155977585269255,0.08377535347992976
0.16,0.3,62.0,0.5,5.760961631197759,4.553668214250537,6.249165458584949,0.08422778718737348
0.16,0.3,62.0,0.6,5.708500524907206,4.479713572300133,6.08930132698873,0.08207309915035205
0.16,0.3,62.0,0.7,5.66880240222628,4.399177010790714,5.706945925406028,0.07691961912043731
0.16,0.3,72.0,0.1,2.348470945021126,2.0653521490496294,3.787831696999137,0.05105332611063143
0.16,0.3,72.0,0.2,5.166058283075806,4.357185510617014,4.518576224058144,0.06090248035712517
0.16,0.3,72.0,0.3,5.625005493247222,4.608084665785162,5.746038634709513,0.07744652025973557
0.16,0.3,72.0,0.4,5.728252608081333,4.596875573777608,6.185698197727323,0.08337235985450653
0.16,0.3,72.0,0.5,5.731146626953953,4.535398335430017,6.304908877672197,0.08497911068346162
0.16,0.3,72.0,0.6,5.704758082003604,4.484926237681319,6.259573650856968,0.0843680713596366
0.16,0.3,72.0,0.7,5.6687989752417405,4.407089270178138,5.943387551210728,0.08010643743601834
0.16,0.3,82.0,0.1,2.446416094659732,2.1476528846454874,3.462143491725618,0.04666362047313225
0.16,0.3,82.0,0.2,5.157392522122559,4.342923738666777,4.875975336656616,0.06571959339348198
0.16,0.3,82.0,0.3,5.570200328812083,4.554974132850275,6.330904580644149,0.08532948715408296
0.16,0.3,82.0,0.4,5.673486833369546,4.54620384772959,6.838502908835294,0.09217102211533383
0.16,0.3,82.0,0.5,5.6735732445684235,4.483600297890494,6.992853090434419,0.09425139177976698
0.16,0.3,82.0,0.6,5.62982270113468,4.417778278894671,6.9778551230464245,0.09404924549099114
0.16,0.3,82.0,0.7,5.572870961710047,4.320735894905432,6.671581220853376,0.0899212105996244
0.16,0.3,92.0,0.1,2.4591553531458614,2.1582731236320867,3.5486232301816654,0.047829215632192904
0.16,0.3,92.0,0.2,5.2237249738023515,4.401652296959688,4.575766882505752,0.06167331010083332
0.16,0.3,92.0,0.3,5.703539404598584,4.672536847935364,5.885272748641873,0.07932315185082371
0.16,0.3,92.0,0.4,5.778000389289763,4.634484024133323,6.430185989807463,0.08666762637572611
0.16,0.3,92.0,0.5,5.741169323194672,4.536157872056037,6.7260267382173184,0.0906550406574502
0.16,0.3,92.0,0.6,5.671181302607426,4.44568861833876,6.820193414974174,0.09192424225926131
0.16,0.3,92.0,0.7,5.595456859113387,4.3310874248613604,6.595345403617477,0.08889368552723578
0.16,0.6,52.0,0.1,1.9293735707758723,1.6773110500657704,2.698700637147059,0.03637375013583372
0.16,0.6,52.0,0.2,3.9820090783343995,3.3399035382329982,5.378881412487778,0.0724978850247514
0.16,0.6,52.0,0.3,4.816422915198402,3.9577843104157195,7.412252096897127,0.0999041546161883
0.16,0.6,52.0,0.4,5.1377864227006365,4.149715516746989,7.770323509178231,0.10473032907282116
0.16,0.6,52.0,0.5,5.278562509318103,4.211008349503315,7.525580115377288,0.10143161748881885
0.16,0.6,52.0,0.6,5.321463382700156,4.216198222153808,7.034891020505523,0.09481798932807839
0.16,0.6,52.0,0.7,5.315896762398215,4.162562230066201,6.541183160419555,0.08816367350820721
0.16,0.6,62.0,0.1,1.8776706405566383,1.6342290161685131,3.2130297508560073,0.04330600427774233
0.16,0.6,62.0,0.2,3.9352925135044337,3.302796813231202,4.44461398880067,0.059905599181157794
0.16,0.6,62.0,0.3,4.7924434269564795,3.941042165127785,6.166630541257391,0.08311536129654627
0.16,0.6,62.0,0.4,5.137319480548174,4.153860047862495,6.670812724620184,0.08991085261860875
0.16,0.6,62.0,0.5,5.285435327252567,4.22099074765285,6.748845435661271,0.09096259666711899
0.16,0.6,62.0,0.6,5.326393749605459,4.2233650534209906,6.536372643766111,0.08809883618302629
0.16,0.6,62.0,0.7,5.350360124899956,4.196924859349249,6.130034038824051,0.08262210464664864
0.16,0.6,72.0,0.1,1.8031213915762394,1.5708658295128317,3.1286103200084288,0.04216817845075277
0.16,0.6,72.0,0.2,3.848189030403356,3.2317931293270785,4.207115034574023,0.0567045299333681
0.16,0.6,72.0,0.3,4.728643779594313,3.891591349684442,5.987303618577348,0.08069834898017188
