h,x,r,alpha,RMSE relative u,RMSE u,RMSE relative uu,RMSE uu
0.08,0.3,72.0,0.7,4.728890771782148,3.8418083111438044,5.690005916625287,0.05140822889663103
0.08,0.3,82.0,0.1,2.7142983068597912,2.4023011381640305,3.6478363453244946,0.03295757659407039
0.08,0.3,82.0,0.2,4.0072628738247165,3.42105474813257,6.153476205302554,0.05559560357360496
0.08,0.3,82.0,0.3,4.29573006406482,3.593514247162422,6.348014213283873,0.05735322115607134
0.08,0.3,82.0,0.4,4.458058521912421,3.679683972519949,6.323428808928109,0.057131096238600784
0.08,0.3,82.0,0.5,4.543896945839811,3.7187883663883485,6.142416670512519,0.05549568257100721
0.08,0.3,82.0,0.6,4.592003121474858,3.748766542682277,5.8305173834862725,0.05267772593351199
0.08,0.3,82.0,0.7,4.630245832466007,3.750623569336964,5.418439964092558,0.04895467702816229
0.08,0.3,92.0,0.1,2.7283012624544196,2.413736512019785,3.9039567564773843,0.0352715806416191
0.08,0.3,92.0,0.2,3.9867589604621516,3.4011572854164385,6.712930563616532,0.06065017788000227
0.08,0.3,92.0,0.3,4.218396923584517,3.522410660446771,7.0724721638913755,0.06389857465772522
0.08,0.3,92.0,0.4,4.382993149501136,3.6125000226088413,7.082372434675495,0.06398802190858337
0.08,0.3,92.0,0.5,4.484546192487494,3.6676048254872455,6.923220229634677,0.0625501089949542
0.08,0.3,92.0,0.6,4.5403825139797345,3.70550468608726,6.629815174968735,0.05989924457922064
0.08,0.3,92.0,0.7,4.593733737128034,3.721928195926631,6.168719535307811,0.05573332444938954
0.08,0.6,52.0,0.1,1.456185699151921,1.3010847451778682,6.449530919309507,0.05827040720766212
0.08,0.6,52.0,0.2,3.0479560588159282,2.636348766036595,10.487042383113407,0.0947486317552925
0.08,0.6,52.0,0.3,3.6529322096217203,3.098912362664151,10.895964547887028,0.0984431734755683
0.08,0.6,52.0,0.4,3.8964071855437052,3.2546415569514546,10.047514219640929,0.09077757007883822
0.08,0.6,52.0,0.5,3.9526296869184563,3.2598662528675053,9.066931318394081,0.08191817151615298
0.08,0.6,52.0,0.6,3.8252454787257184,3.1185573841992875,8.35955848152363,0.07552717909084751
0.08,0.6,52.0,0.7,3.5127438488368496,2.8010599095228867,8.25970676992097,0.0746250359786951
0.08,0.6,62.0,0.1,1.4463871700566484,1.2924901960341275,4.698043939745834,0.04244602233456503
0.08,0.6,62.0,0.2,3.032355220155257,2.6229591000399672,8.627698396780852,0.0779497772993292
0.08,0.6,62.0,0.3,3.6437800558048976,3.0916937279974013,9.4698085678049,0.0855580984614733
0.08,0.6,62.0,0.4,3.9314007122544807,3.287900245570667,9.17418988236599,0.08288723427084731
0.08,0.6,62.0,0.5,4.1014253988151435,3.397228009215712,8.587284990066854,0.0775846490915051
0.08,0.6,62.0,0.6,4.176811434117196,3.441286967246543,7.880187762196814,0.07119614674631324
0.08,0.6,62.0,0.7,4.148873231705737,3.3797027298345674,7.483870670911482,0.06761548970606061
0.08,0.6,72.0,0.1,1.4829284772741007,1.3240230921246903,2.743204617689986,0.024784383876377797
0.08,0.6,72.0,0.2,3.079661158197987,2.6630433016239876,5.787867501278505,0.05229239155265572
0.08,0.6,72.0,0.3,3.7224771405448256,3.1597402586294865,6.671303288566726,0.06027408257967039
0.08,0.6,72.0,0.4,4.0569116387520525,3.39778525737942,6.769329372191904,0.061159731455732044
0.08,0.6,72.0,0.5,4.292269788976581,3.5660751981298424,6.6712067080240045,0.06027320999100879
0.08,0.6,72.0,0.6,4.438297852203808,3.6742757644335664,6.272645075336666,0.05667227390362457
0.08,0.6,72.0,0.7,4.526905427385147,3.7184178050715917,5.8439312704976265,0.05279891810518591
0.08,0.6,82.0,0.1,1.4637544399412952,1.3071305044427874,2.7690244152454673,0.02501766132498616
0.08,0.6,82.0,0.2,3.066893947638874,2.652855103694783,5.735385900958222,0.05181822928258786
0.08,0.6,82.0,0.3,3.733988346327212,3.1715629844760054,6.484264365627816,0.05858421794615069
0.08,0.6,82.0,0.4,4.059610454651041,3.4009133671093323,6.470342101874504,0.058458432677685794
0.08,0.6,82.0,0.5,4.246947111623701,3.5245245368964677,6.345188536448367,0.05732769164983248
0.08,0.6,82.0,0.6,4.358549923001255,3.601032338350564,6.005429964555586,0.05425803114518827
0.08,0.6,82.0,0.7,4.434169147665411,3.633955535043347,5.579645311726538,0.050411139733467135
0.08,0.6,92.0,0.1,1.4737093212673948,1.3157188642703397,3.095778004328365,0.027969824037381373
0.08,0.6,92.0,0.2,3.0362744642307185,2.624509796811995,6.371457575195481,0.05756502791566312
0.08,0.6,92.0,0.3,3.63916486414044,3.0861591679319234,7.273331302209969,0.06571330257013247
0.08,0.6,92.0,0.4,3.967386266977161,3.3200539429687623,7.317363671748465,0.06611112748723531
0.08,0.6,92.0,0.5,4.1784348913632545,3.4669270717832847,7.224352011901513,0.06527078307116067
0.08,0.6,92.0,0.6,4.301969519101918,3.554976970705703,6.90280369131286,0.06236564906807466
0.08,0.6,92.0,0.7,4.393861623582763,3.6033290615578863,6.431339037788317,0.05810604667394648
0.08,1.2,52.0,0.1,0.5014723161580315,0.4610324422161289,3.9693906555210594,0.03586276471223802
0.08,1.2,52.0,0.2,1.8246989839917342,1.6072534506456335,7.924427388762826,0.07159584419516156
0.08,1.2,52.0,0.3,2.686515884569928,2.319518199094989,8.955742698669216,0.08091360138085398
0.08,1.2,52.0,0.4,3.149366716243038,2.6792043579458156,8.532387849852125,0.07708866283221434
0.08,1.2,52.0,0.5,3.3259797071206054,2.7923931294575266,7.703213245716325,0.06959721230135653
0.08,1.2,52.0,0.6,3.2800922618112054,2.7195271702053683,7.135884424968685,0.06447149357557562
0.08,1.2,52.0,0.7,3.0258633840754334,2.45963628576892,7.254424170493159,0.06554247987340443
0.08,1.2,62.0,0.1,0.4924495816338862,0.4527102910414973,2.959060134743878,0.026734601502142328
0.08,1.2,62.0,0.2,1.8354307444267142,1.6171017835125774,6.923473474134954,0.06255239701563955
0.08,1.2,62.0,0.3,2.694606372171015,2.3265950062653005,8.314207819130864,0.07511744362359797
0.08,1.2,62.0,0.4,3.2042352439940824,2.7283976005811477,8.398037934326604,0.07587483435632493
0.08,1.2,62.0,0.5,3.5054190088420594,2.9537377272239627,7.926586904284821,0.07161535504803013
0.08,1.2,62.0,0.6,3.674457249626977,3.074297745960149,7.287819650141627,0.06584420231219223
0.08,1.2,62.0,0.7,3.7004948704593543,3.061974664690351,6.948903823768865,0.0627821558689795
0.08,1.2,72.0,0.1,0.5284588655510241,0.48496154059384267,1.8115576098605055,0.01636711272918623
0.08,1.2,72.0,0.2,1.8859406807222159,1.659533168881721,4.844142600167322,0.043765998708314297
0.08,1.2,72.0,0.3,2.7919979183105603,2.4104086587370395,6.2031538714058305,0.05604443277826814
0.08,1.2,72.0,0.4,3.3676001817194967,2.8703821872843425,6.693817083572316,0.06047749086147857
0.08,1.2,72.0,0.5,3.728282399896572,3.147804855486524,6.65614781001172,0.060137155426691985
0.08,1.2,72.0,0.6,3.970504907946078,3.3335437926458478,6.307389722840725,0.05698618584290789
0.08,1.2,72.0,0.7,4.115933005828277,3.4274035562605545,5.873886997636409,0.053069562969194906
0.08,1.2,82.0,0.1,0.5281108594517706,0.48462689059111186,1.7997025981288253,0.01626000472866662
0.08,1.2,82.0,0.2,1.8987143763133718,1.6710570457123957,4.722139018512661,0.04266371724432042
0.08,1.2,82.0,0.3,2.8339969908624605,2.4476753554598716,6.097847083701558,0.05509300398785995
0.08,1.2,82.0,0.4,3.3828652743170884,2.882464831958713,6.490849971102802,0.05864371776366261
0.08,1.2,82.0,0.5,3.703962953362924,3.1236861772221785,6.417387000197536,0.05797999240395958
0.08,1.2,82.0,0.6,3.912483276721559,3.279055698756976,6.126464443409901,0.05535155693136485
0.08,1.2,82.0,0.7,4.0395000849383464,3.3568728686798397,5.6949409807884175,0.05145281635608805
0.08,1.2,92.0,0.1,0.5202118246515679,0.47728804706835554,2.022616400957343,0.018273992757491652
0.08,1.2,92.0,0.2,1.8293911717123483,1.609605936323016,5.431404779663138,0.049071811916283854
0.08,1.2,92.0,0.3,2.703336398357884,2.3334069602830882,6.862245569797895,0.06199921338680997
0.08,1.2,92.0,0.4,3.2743157973342996,2.7908353280783342,7.332798455477809,0.06625057811462565
0.08,1.2,92.0,0.5,3.6159132019469995,3.0519269833030522,7.334530501572103,0.06626622685443008
0.08,1.2,92.0,0.6,3.8471523280611697,3.22820795979094,7.074123713023609,0.06391349612126464
0.08,1.2,92.0,0.7,3.990648197106103,3.321288471378195,6.605384028122481,0.05967851335192794
0.08,1.8,52.0,0.1,0.2698431776347241,0.23721009005250152,2.247636538788973,0.020307011162305672
0.08,1.8,52.0,0.2,1.1044337130792803,0.9875751807092982,5.47857466235783,0.04949798372737297
0.08,1.8,52.0,0.3,2.0129862440892192,1.7610156356684603,6.801752354610168,0.06145266754861016
0.08,1.8,52.0,0.4,2.571754073437783,2.215523010187744,6.754036478282515,0.06102156277856272
0.08,1.8,52.0,0.5,2.847976979097734,2.421545999120693,6.10845273205552,0.05518882420424754
0.08,1.8,52.0,0.6,2.8497411207381167,2.390986646062433,5.724392049960046,0.051718901721799514
0.08,1.8,52.0,0.7,2.641402341210228,2.1759180731645125,6.15252543041352,0.05558701348532724
0.08,1.8,62.0,0.1,0.27200241234642475,0.24256924381330752,1.9072055827773262,0.017231275782310606
0.08,1.8,62.0,0.2,1.1240776778309562,1.0031966056724297,5.187791669448853,0.04687080919051799
0.08,1.8,62.0,0.3,2.0392601390057887,1.7823425270596551,6.710159691940109,0.06062514352898893
0.08,1.8,62.0,0.4,2.6521966557539023,2.2853776438843756,7.207049426035565,0.06511445717137535
0.08,1.8,62.0,0.5,3.0456990797472043,2.596082383207159,6.933495516295013,0.0626429444500228
0.08,1.8,62.0,0.6,3.2698914454708006,2.7642023795350394,6.39067328742977,0.057738638584514244
0.08,1.8,62.0,0.7,3.3374902667649438,2.79072620015848,6.138028735313788,0.055456038328033606
0.08,1.8,72.0,0.1,0.28045661334325445,0.2524800343653917,1.4588593421258529,0.013180544288866919
0.08,1.8,72.0,0.2,1.197044432390087,1.0668208524954632,3.6666682741033982,0.0331277198451349
0.08,1.8,72.0,0.3,2.164170327588549,1.8901337376599594,5.303881629120525,0.047919662092755666
0.08,1.8,72.0,0.4,2.8374043164934575,2.4450213502276776,6.201245320105112,0.05602718934415472
0.08,1.8,72.0,0.5,3.294811543713943,2.8110072692631727,6.325013273480672,0.05714541160445282
0.08,1.8,72.0,0.6,3.5884357366255966,3.040122287820846,6.0640268339275964,0.05478744382374113
0.08,1.8,72.0,0.7,3.7841016608223343,3.179588819817178,5.645419840238692,0.051005401332992195
0.08,1.8,82.0,0.1,0.2843822280199874,0.25634437205194227,1.4402041976205875,0.013011998253435868
0.08,1.8,82.0,0.2,1.2382640009387624,1.103355420295487,3.821854725149725,0.03452980285066137
0.08,1.8,82.0,0.3,2.211955734573574,1.930981652589384,5.473697194201888,0.04945391663797608
0.08,1.8,82.0,0.4,2.8520707355838804,2.4551515384049374,6.279881293043597,0.05673765189121803
0.08,1.8,82.0,0.5,3.2784448038345038,2.793208194857071,6.38037042466078,0.057645553984027056
0.08,1.8,82.0,0.6,3.549514424942693,3.0024751924565325,6.14907653237643,0.05555585328227476
0.08,1.8,82.0,0.7,3.7192492838273825,3.119114000237954,5.717153229967318,0.0516535002229996
0.08,1.8,92.0,0.1,0.2779898160759061,0.24962703609705272,1.5074897535390295,0.013619911726774375
0.08,1.8,92.0,0.2,1.147763298639885,1.0231963247054552,4.390198744989751,0.039664693726363005
0.08,1.8,92.0,0.3,2.0775661493676374,1.8148856333690315,6.042854548966252,0.05459615585541456
0.08,1.8,92.0,0.4,2.732306072885449,2.354942760471568,6.998246485422179,0.0632279583658154
0.08,1.8,92.0,0.5,3.182830735775683,2.716070547135906,7.22444197135894,0.06527159583945065
0.08,1.8,92.0,0.6,3.476718448654783,2.94613788652312,7.076454452835079,0.06393455395626203
0.08,1.8,92.0,0.7,3.6680028337715678,3.0825372735299306,6.616668253496798,0.05978046439547065
0.08,2.7,52.0,0.1,0.3497453401764694,0.28304547284139225,0.9106492623620327,0.008227560113297954
0.08,2.7,52.0,0.2,0.6125314843920311,0.5534261382074014,2.9248714276252628,0.026425712389022377
0.08,2.7,52.0,0.3,1.3395935750293237,1.1893935994394085,4.087035801179166,0.03692566845349748
0.08,2.7,52.0,0.4,1.9435674589283254,1.6978814615948778,4.367752098277124,0.039461892117880856
0.08,2.7,52.0,0.5,2.298743898242145,1.9814477354868827,3.984099786315936,0.0359956591896522
0.08,2.7,52.0,0.6,2.3756657160348906,2.0203041949349934,3.8843652821940733,0.035094575027014
0.08,2.7,52.0,0.7,2.25432526836201,1.886723538162555,4.813933633938576,0.043493065872501194
0.08,2.7,62.0,0.1,0.31035226756440903,0.25242066920549233,1.014687320105565,0.00916752614581353
0.08,2.7,62.0,0.2,0.6313799738829232,0.5700365094626423,3.0639637144630685,0.027682387377465045
0.08,2.7,62.0,0.3,1.3851438530708933,1.227394561492052,4.516396437143707,0.04080486826036858
0.08,2.7,62.0,0.4,2.051992193511795,1.7913559754398265,5.403743718186355,0.04882189896351041
0.08,2.7,62.0,0.5,2.515238079626503,2.1703293980550438,5.398874726103297,0.048777908453980286
0.08,2.7,62.0,0.6,2.7951717916476735,2.3891555592078513,5.008452426885275,0.04525050985042084
0.08,2.7,62.0,0.7,2.9181778347322407,2.4683914451453135,4.876533926859082,0.04405864879712532
0.08,2.7,72.0,0.1,0.2886187202151937,0.2376943479111317,1.8809799078429108,0.016994331301100524
0.08,2.7,72.0,0.2,0.7293962327502401,0.6577233829890784,2.560913619766118,0.02313741593216456
0.08,2.7,72.0,0.3,1.5360877960100403,1.3563097712826542,4.079048918129286,0.03685350833310127
0.08,2.7,72.0,0.4,2.236322611182164,1.9469954540918113,5.221598044356018,0.047176243997591724
0.08,2.7,72.0,0.5,2.761540738963325,2.379431599146126,5.62279765533168,0.050801013766989214
0.08,2.7,72.0,0.6,3.1275109396147713,2.6741524161899863,5.503412959305086,0.04972239348609329
0.08,2.7,72.0,0.7,3.378214762060768,2.8653060178541545,5.1207717114124645,0.046265295348553365
0.08,2.7,82.0,0.1,0.29068731322707847,0.23966354386647368,1.5076016876171858,0.013620923031998923
0.08,2.7,82.0,0.2,0.7550595372681687,0.680822311765446,2.8590419054432847,0.025830953931109544
0.08,2.7,82.0,0.3,1.5701359131596704,1.3855759068661095,4.474183392828547,0.04042348063505227
0.08,2.7,82.0,0.4,2.2555806439151933,1.9622290590311353,5.694977137494294,0.05145314302573288
0.08,2.7,82.0,0.5,2.763500385003156,2.378983537122676,6.071609501797756,0.05485595192922084
0.08,2.7,82.0,0.6,3.1102719025726575,2.6566169643428172,5.964398061342948,0.05388731492743242
0.08,2.7,82.0,0.7,3.333257454962777,2.8231152593642905,5.5632241791791746,0.050262777613443624
0.08,2.7,92.0,0.1,0.3041570675753822,0.2487609920578741,1.081425533563804,0.0097704944737706
0.08,2.7,92.0,0.2,0.683127839222583,0.6163855256740708,2.940384338547453,0.02656586888221878
0.08,2.7,92.0,0.3,1.439296274987047,1.2726584971636399,4.709938637774983,0.04255348889398496
0.08,2.7,92.0,0.4,2.1336511602528665,1.860373099054282,6.186568011814761,0.055894582377618504
0.08,2.7,92.0,0.5,2.6687141349589685,2.3030045094023324,6.787327751221931,0.06132234372758232
0.08,2.7,92.0,0.6,3.0307575303515586,2.594548521450226,6.8419536521548,0.06181587938641818
0.08,2.7,92.0,0.7,3.273233634948758,2.7789216868809636,6.449722585917638,0.058272138882638755
0.08,3.6,52.0,0.1,0.3253910798921912,0.26207644872914737,1.6137807730093072,0.01458023288261337
0.08,3.6,52.0,0.2,0.3773521278183022,0.3314875151250231,1.6740598353229295,0.015124843886274834
0.08,3.6,52.0,0.3,0.938089196734509,0.8409442791934844,2.2327722190504193,0.020172714579365474
0.08,3.6,52.0,0.4,1.506450431504573,1.3283135272315427,2.52746603431685,0.02283522272639098
0.08,3.6,52.0,0.5,1.8943752777702458,1.647891550731238,2.3210527733495305,0.02097031426713906
0.08,3.6,52.0,0.6,2.045833459280075,1.7569508620054834,2.5100907872427958,0.022678240345035523
0.08,3.6,52.0,0.7,2.0082715670575992,1.7006130293791841,3.9263292341421354,0.03547371214545705
0.08,3.6,62.0,0.1,0.2885667172519592,0.2323769582649491,1.486113201633871,0.013426778241596406
0.08,3.6,62.0,0.2,0.3959195815692743,0.3523487863691017,1.9089071958818533,0.017246649565264935
0.08,3.6,62.0,0.3,1.0075835042839896,0.9009444328558283,2.9617287927407823,0.026758712370067935
0.08,3.6,62.0,0.4,1.6309364042203862,1.4353628651606876,3.829116269339972,0.034595409658693774
0.08,3.6,62.0,0.5,2.110071101131681,1.8345682332948121,4.006809796188838,0.03620084023917971
0.08,3.6,62.0,0.6,2.434469493109171,2.0962549681879534,3.7593610599648652,0.03396518328936606
0.08,3.6,62.0,0.7,2.613712043483609,2.228772404067425,3.730095336969911,0.033700772494615554
0.08,3.6,72.0,0.1,0.25831903781716176,0.20974587895498686,2.4095573914286303,0.021769938332788147
0.08,3.6,72.0,0.2,0.48763664881238666,0.4390218817567915,2.122179591583326,0.01917352913203643
0.08,3.6,72.0,0.3,1.1509406296674884,1.0229379565152568,3.1251980270663737,0.028235628903882575
0.08,3.6,72.0,0.4,1.8035126657463953,1.5799620925224322,4.288781283735896,0.038748404334287015
0.08,3.6,72.0,0.5,2.355661341357564,2.0424999065229206,4.904670011924014,0.04431285350665767
0.08,3.6,72.0,0.6,2.7685654259639443,2.3819944532341437,4.96322327340317,0.04484187219536758
0.08,3.6,72.0,0.7,3.0623207024343464,2.614212501241056,4.633322433479342,0.041861274610672336
0.08,3.6,82.0,0.1,0.26522458195278137,0.21510743186048004,1.8276778566348089,0.016512756397784566
0.08,3.6,82.0,0.2,0.4991810143003536,0.4497368671414154,2.3186112246655317,0.02094825529295723
0.08,3.6,82.0,0.3,1.1807385004839834,1.0494651997074282,3.6549787573303063,0.033022107063220875
0.08,3.6,82.0,0.4,1.8324799169787174,1.6048733046100865,4.9293862661599315,0.04453616063038401
0.08,3.6,82.0,0.5,2.3710207435696624,2.05467743111303,5.538032087794084,0.0500351713825739
0.08,3.6,82.0,0.6,2.7703472883897433,2.381839468272119,5.627117396074622,0.05084004188473482
0.08,3.6,82.0,0.7,3.038647880887525,2.5912163774656385,5.280872768065283,0.04771178097398169
0.08,3.6,92.0,0.1,0.2876162891421458,0.2322554790094295,1.4361069561095976,0.012974980378142221
0.08,3.6,92.0,0.2,0.44730801981013485,0.4009053037515804,2.1137956306605226,0.019097781481068162
0.08,3.6,92.0,0.3,1.0657994219547802,0.9499451942746961,3.677046021524886,0.03322148101563149
0.08,3.6,92.0,0.4,1.7156456576522472,1.5068619706667847,5.317264069984394,0.04804057015387302
0.08,3.6,92.0,0.5,2.275098431923948,1.9771055381838387,6.2084985421503935,0.05609272096303273
0.08,3.6,92.0,0.6,2.686056323157582,2.315060254718646,6.481896713804758,0.05856282661745073
0.08,3.6,92.0,0.7,2.9653797772090806,2.534780084321206,6.181351298809056,0.05584745026910842
0.08,5.0,52.0,0.1,0.3699869739539965,0.29956791499235486,2.663118436125904,0.024060818942767792
0.08,5.0,52.0,0.2,0.3100829981423774,0.2375262023067917,2.095141466085769,0.018929244299141456
0.08,5.0,52.0,0.3,0.5551560562766608,0.5000017044947777,1.7187099856585935,0.0155282503470692
0.08,5.0,52.0,0.4,1.000728465376777,0.8949823023939351,1.5297043273163589,0.013820616596034575
0.08,5.0,52.0,0.5,1.3703651178816916,1.2087254753135332,1.4521125622503226,0.013119588288251341
0.08,5.0,52.0,0.6,1.579887423173903,1.3760204392643178,1.9654301937929368,0.017757325170372238
0.08,5.0,52.0,0.7,1.6610393944112454,1.4298544430400584,3.5320508122940257,0.03191147413439508
0.08,5.0,62.0,0.1,0.3466946158265155,0.28020566136890535,2.083955151770239,0.018828177865245103
0.08,5.0,62.0,0.2,0.2956538857390455,0.23128064525086708,1.6196470183770086,0.014633233404764929
0.08,5.0,62.0,0.3,0.6165180482365602,0.5572765249567536,1.7196145448257179,0.015536422884215107
0.08,5.0,62.0,0.4,1.1178817755238715,0.9977969250088459,2.2362623883018684,0.020204247660770933
0.08,5.0,62.0,0.5,1.578822825690387,1.3903852176661238,2.4315426042071766,0.021968570964708323
0.08,5.0,62.0,0.6,1.9296633806756822,1.6810974615635823,2.30578745154188,0.020832394699186508
0.08,5.0,62.0,0.7,2.1628604541668572,1.8665777439233435,2.4105885040863257,0.021779254259045824
0.08,5.0,72.0,0.1,0.30218388824086606,0.24308026363171317,2.4203922912132723,0.02186782979658671
0.08,5.0,72.0,0.2,0.2928730461410847,0.24468702317870583,1.86597541104361,0.01685876824242541
0.08,5.0,72.0,0.3,0.7483999969095362,0.6750630508438916,2.170206801178016,0.019607446744827704
0.08,5.0,72.0,0.4,1.303686253739709,1.156884143751086,3.0985583457645536,0.02799494394605225
0.08,5.0,72.0,0.5,1.8187679103500982,1.5939734598141195,3.800831483362769,0.03433986146188791
0.08,5.0,72.0,0.6,2.245225249085117,1.949791245365742,4.080060231209146,0.03686264537356438
0.08,5.0,72.0,0.7,2.5816286063559564,2.2245606714973203,3.862157937659132,0.03489393547272058
0.08,5.0,82.0,0.1,0.3149336864929378,0.2535936064431161,1.4481325938359901,0.013083629955299957
0.08,5.0,82.0,0.2,0.29824033600248734,0.24822888009483898,1.5233662896419695,0.013763353511198678
0.08,5.0,82.0,0.3,0.750948583455145,0.6775496564335126,2.422609390920463,0.021887860912705743
0.08,5.0,82.0,0.4,1.3097475124025075,1.1626373879913734,3.7072306713122494,0.03349419415656153
0.08,5.0,82.0,0.5,1.8342731030477029,1.608081789358835,4.560291209893848,0.041201450014055604
0.08,5.0,82.0,0.6,2.2651027354468733,1.9675408126472724,4.913629944637923,0.04439380496410857
0.08,5.0,82.0,0.7,2.5723301744199683,2.2157958741110466,4.693032062999654,0.042400740886576284
0.08,5.0,92.0,0.1,0.3157675011809878,0.2541443928560988,1.7469672632216466,0.01578355001006474
0.08,5.0,92.0,0.2,0.29688053765334677,0.24551919340170336,1.7022777007600574,0.015379787467462984
0.08,5.0,92.0,0.3,0.6878946110822243,0.6195793819633173,2.813633459285422,0.025420696397439307
0.08,5.0,92.0,0.4,1.2296790936727546,1.092379371200991,4.27263399926951,0.0386025163847716
0.08,5.0,92.0,0.5,1.7552606000538833,1.5407178779657673,5.287389184587086,0.04777065568115199
0.08,5.0,92.0,0.6,2.178223857519941,1.8941413353751906,5.8233568138827705,0.05261303141357634
0.08,5.0,92.0,0.7,2.486212359356569,2.1440062715278647,5.702852339215691,0.051524294124454556
0.08,7.0,52.0,0.1,0.3426087178059023,0.2777598219702925,3.613592195521459,0.03264818656579269
0.08,7.0,52.0,0.2,0.3216584620244874,0.24022565602805376,3.3637360063794515,0.030390778691202935
0.08,7.0,52.0,0.3,0.3412085365400791,0.28856784478249026,3.1254787080790623,0.028238164808758362
0.08,7.0,52.0,0.4,0.606834808187153,0.5437290016010288,2.9090132922393837,0.026282436851925127
0.08,7.0,52.0,0.5,0.9233126677529351,0.8238304359145593,2.853789819054265,0.02578350223013983
0.08,7.0,52.0,0.6,1.162424324086862,1.026456121687702,3.128681210815553,0.028267098872471474
0.08,7.0,52.0,0.7,1.3585055687691057,1.1879293003165259,4.074293695716525,0.03681054571305629
0.08,7.0,62.0,0.1,0.3359310751556329,0.2723406919159786,2.617297913982673,0.023646838373148377
0.08,7.0,62.0,0.2,0.3141363784060012,0.23475596021305228,2.188654835083412,0.019774121571461956
0.08,7.0,62.0,0.3,0.3658505247495744,0.3173458507400666,1.8363941811562425,0.016591506896940625
0.08,7.0,62.0,0.4,0.7104037684780722,0.639664910574967,1.6556452875513294,0.014958471601124063
0.08,7.0,62.0,0.5,1.106138180256663,0.9863163848184876,1.5717891486529183,0.0142008457487007
0.08,7.0,62.0,0.6,1.448383778300029,1.2771561318669211,1.4528032436708942,0.013125828476589224
0.08,7.0,62.0,0.7,1.7227440897368689,1.5048766621892473,1.6436027253531988,0.014849669114262927
0.08,7.0,72.0,0.1,0.31536104030184997,0.2548980102001971,2.6119050121179828,0.023598114428474263
0.08,7.0,72.0,0.2,0.27830989992657706,0.21147411357079476,2.0105378080129586,0.0181648647390093
0.08,7.0,72.0,0.3,0.4506576091929108,0.40403435023811535,1.7275511613293169,0.015608128854975114
0.08,7.0,72.0,0.4,0.8909844297007917,0.7997949287546837,2.145712193143721,0.01938614215657042
0.08,7.0,72.0,0.5,1.3491574825155355,1.1957154025231749,2.6642276001779486,0.0240708400500051
0.08,7.0,72.0,0.6,1.7663284511000237,1.5492410883174772,2.9858299954125336,0.026976462608255442
0.08,7.0,72.0,0.7,2.0960297119537836,1.8227495159540914,2.8737830534735695,0.02596413767876186
0.08,7.0,82.0,0.1,0.34065593402434513,0.27626434981065245,1.522124150856769,0.013752131000022651
0.08,7.0,82.0,0.2,0.30113552247653114,0.2267807963096297,1.264329656574399,0.01142300189812895
0.08,7.0,82.0,0.3,0.4454514083995505,0.3982057155545689,1.6807151919067647,0.015184973893108536
0.08,7.0,82.0,0.4,0.8830657596706797,0.794061841421545,2.779593937622047,0.0251131551493556
0.08,7.0,82.0,0.5,1.3370511471752295,1.1867231453229392,3.6957750233928874,0.03339069433968488
0.08,7.0,82.0,0.6,1.7433337724314353,1.5305880441503923,4.211451352537574,0.03804974165065277
0.08,7.0,82.0,0.7,2.0472784768687724,1.7811497198153865,4.112618178934688,0.037156800854877464
0.08,7.0,92.0,0.1,0.32651455618709374,0.2638956628355522,1.7093639739735655,0.01544381073224021
