h,x,r,alpha,RMSE relative u,RMSE u,RMSE relative Iu,RMSE Iu,RMSE relative Iv,RMSE Iv,RMSE relative Iw,RMSE Iw
0.04,6.0,52.0,0.5,0.2125177123057233,0.14814989695478964,1.3667109689593304,0.33365992456383564,1.0920604687043178,0.15018281422093205,1.3473116360084196,0.25788714359381637
0.04,6.0,72.0,0.3,0.30482134502218605,0.2163317113917767,1.148740540331253,0.28773342628972204,0.9382632376633303,0.134201885296235,1.1521730204235543,0.225815316521607
0.04,6.0,72.0,0.4,0.2278813294944974,0.1592526536710232,1.1797497028446964,0.29437774201904565,0.9346444970772114,0.13200890772036789,1.1969020069318574,0.2334876128836858
0.04,6.0,72.0,0.5,0.1624986574297862,0.11398617756625849,1.220445148104254,0.3015582445715322,0.9675218439883804,0.1344559515151911,1.2483311902092449,0.24162813804394256
0.04,6.0,92.0,0.3,0.28097249683862735,0.19844403869523658,1.0985844522173371,0.2765454651400929,0.8758057039195,0.1265982652333993,1.0867972249294027,0.21508283931985772
0.04,6.0,92.0,0.4,0.20030862637680358,0.13956968632626413,1.1257167328551325,0.282490425664364,0.8610533423425439,0.12312243740349182,1.1229263093064543,0.22117056144261538
0.04,6.0,92.0,0.5,0.1371096554976444,0.09859849913987584,1.1601373800690953,0.28867195338287815,0.8830964899664752,0.12430876441377002,1.166274827139806,0.22789350563382965
0.04,7.0,52.0,0.3,0.33804980932736756,0.2413097854207449,1.3485634804294524,0.3311072690466384,1.1410651624678363,0.15954246734140798,1.2984417356291957,0.2518236883238514
0.04,7.0,52.0,0.4,0.28997351253776654,0.20540506270252157,1.3861624309115579,0.3399212519025148,1.1417314199171198,0.15843174229026724,1.348109599928275,0.26008860079606205
0.04,7.0,52.0,0.5,0.23599900439471955,0.16532293318882033,1.4262722514696795,0.3479423351013413,1.1714003979088248,0.16101606755979503,1.403264093428195,0.2688187920148895
0.04,7.0,72.0,0.3,0.31551264189018946,0.22454113308110923,1.2123370496513082,0.3016641727863623,1.026681624973047,0.14550435761513547,1.2257482948721388,0.2394886723702515
0.04,7.0,72.0,0.4,0.25118720613326845,0.17651139414391034,1.2421779662151824,0.30859946755168366,1.0196822792067808,0.1432586119571205,1.2629967581299997,0.24610644518597405
0.04,7.0,72.0,0.5,0.18529556752048992,0.12922507754297047,1.2781123631750468,0.31534673596913143,1.0440934623459615,0.1449936620228045,1.3058038805236358,0.25302324735005505
0.04,7.0,92.0,0.3,0.2923573924296395,0.20691894352619047,1.1515377758286316,0.28824325186969774,0.9495995649335777,0.13617728153269162,1.1537276867169843,0.22723830618283924
0.04,7.0,92.0,0.4,0.22211208972673815,0.15520544227404415,1.1769124230794177,0.29428299734593805,0.9307688458110119,0.1324744600316921,1.1855764886225872,0.2329040763747316
0.04,7.0,92.0,0.5,0.1566482714738697,0.10991474529764346,1.2058913894131011,0.2998671841659385,0.945915029491148,0.13301993256678213,1.2229854009191574,0.23890156823576306
0.04,9.0,52.0,0.3,0.3635329462360138,0.26105561561637575,1.442531995460931,0.3520095907046313,1.282283962132341,0.17749888843292794,1.4079430447104155,0.2719206209764125
0.04,9.0,52.0,0.4,0.32627182032845936,0.23272279960105482,1.478693662769419,0.36103183573943076,1.2789891383118877,0.17636052769359736,1.4481987944569812,0.278913894797015
0.04,9.0,52.0,0.5,0.2781257682948747,0.19621206260360793,1.5113803968877466,0.368117306679432,1.2967300819058698,0.17791926094510843,1.491420605737282,0.28615846316398347
0.04,9.0,72.0,0.3,0.3430376234486825,0.2458348985758395,1.3096550825865674,0.3230894094601212,1.164564584292216,0.16305398714927824,1.3290918074173312,0.25829074090306675
0.04,9.0,72.0,0.4,0.28996169088114093,0.2054164481831082,1.3393214684630772,0.3305312059115191,1.152338838709553,0.16067058021461497,1.3594291437402868,0.26395860395244847
0.04,9.0,72.0,0.5,0.22874396262774524,0.15993076675432275,1.367962818130823,0.33651630278253575,1.1641254029812529,0.1613269942753295,1.3927476770054716,0.2697965201646766
0.04,9.0,92.0,0.3,0.32401978779746937,0.2311016147881074,1.2266670399062733,0.3050545756670749,1.076467781146481,0.1523478955037661,1.248583168422067,0.24433165490542139
0.04,9.0,92.0,0.4,0.26462489490874536,0.18653383567366164,1.2507412249294891,0.3113041678954403,1.0526986192540573,0.14852053679409521,1.2755780632338687,0.24943769790731932
0.04,9.0,92.0,0.5,0.2012520799927806,0.1403490657463782,1.2741049435514105,0.31620195530747347,1.0552926620216885,0.1480025768474232,1.3063713437426183,0.2547465294588146
0.04,11.0,52.0,0.3,0.3854812742034824,0.27784768743457827,1.5138297578313291,0.36856534459851575,1.376665321898965,0.18934257567200574,1.4896976516611153,0.2869475634158827
0.04,11.0,52.0,0.4,0.3539242759035994,0.253359941229699,1.542233308758049,0.3754885587034303,1.373319605736568,0.18841597140672628,1.5239909522671187,0.29309838695146545
