h,x,r,alpha,RMSE relative u,RMSE u,RMSE relative Iu,RMSE Iu,RMSE relative Iv,RMSE Iv,RMSE relative Iw,RMSE Iw
0.05,2.4,47.0,0.2,2.7507417585846823,1.6511970524203154,3.5857616239018544,0.4475921134980264,4.3195741852825735,0.40231007605235,3.486814192112398,0.31572661600373014
0.05,2.4,47.0,0.25,2.2129791367856577,1.3103622681685887,3.096527151203617,0.40518508389532476,3.3834237843259487,0.32869558260104587,2.698797243247001,0.25663852780011326
0.05,2.4,47.0,0.3,1.7135982111270078,1.0038736147603884,2.477947933998692,0.35238798217765044,2.511565563775218,0.2607494567690156,1.9864455090507491,0.20741983265388084
0.05,2.4,47.0,0.35,1.2911801325034866,0.7494640637895931,1.8642184317903674,0.30659684640133267,1.8366172665416711,0.2087779789102179,1.4374639990427787,0.1793535758818588
0.05,2.4,47.0,0.4,0.9678551764108263,0.5596486230100316,1.5113613846827085,0.28971715511889523,1.4829936755646327,0.18177538597650794,1.1977968229839837,0.17951500652942018
0.05,2.4,52.0,0.2,2.7727605874693633,1.6649801750174344,3.804818649826595,0.46189288005163687,4.4875592903035315,0.4079607463627184,3.7250925252017404,0.33581405148107885
0.05,2.4,52.0,0.25,2.2315799891115997,1.3213646880325054,3.320505980814623,0.4174050714297892,3.545702336867967,0.33353794960706884,2.831760951428148,0.268014048085399
0.05,2.4,52.0,0.3,1.7245857979910675,1.0095875479039018,2.683650342764917,0.35866491164460207,2.6487015601406707,0.2626195010716753,2.1007604857441233,0.21312326268667706
0.05,2.4,52.0,0.35,1.2942600024596704,0.7499168268739532,1.9999915619259383,0.30051816858117447,1.9118428724028065,0.20473566424805098,1.555812920863193,0.18010622163901988
0.05,2.4,52.0,0.4,0.9642523940270882,0.5557032626702276,1.481023726328783,0.26565818792683754,1.4388106421744529,0.16909544449992941,1.2034640916485368,0.1706070137730135
0.06,1.8,37.0,0.2,2.1848587853072896,1.293871057100072,5.175212868631357,0.6054795367651946,5.862968301107976,0.49062995306679047,4.913025919515409,0.4500871118383328
0.06,1.8,37.0,0.25,1.5972215381593837,0.9316667245913591,4.306867841750868,0.5095672929453865,4.573784843870003,0.3930996866729763,3.8453380014672573,0.3545126062669923
0.06,1.8,37.0,0.3,1.1089742449193667,0.6407251818875841,3.26533798492342,0.3914674460012937,3.314801820077512,0.29293487477027835,2.7845780131588085,0.2585238036634753
0.06,1.8,37.0,0.35,0.7185325068393397,0.41327355571693203,2.1269409272136612,0.25890434167047555,2.173603107112784,0.19791778516121344,1.7460503985688658,0.16347585545706478
0.06,1.8,37.0,0.4,0.4323806716252363,0.2523352721402619,1.0223941827848995,0.12779205231354884,1.2092031873322555,0.115421145379305,0.7815908861747286,0.07717436805468592
0.06,1.8,42.0,0.2,2.236565490019542,1.3250219268049839,5.199843163597708,0.6070673476242723,5.788455253664422,0.4855039976171103,5.10346679061689,0.4689820863179068
0.06,1.8,42.0,0.25,1.6464042617934425,0.96047622069549,4.3839970810796265,0.5174933594747219,4.540342495134774,0.390158425208873,4.035512583169453,0.37373751653741255
0.06,1.8,42.0,0.3,1.1492637185929753,0.6633443812730614,3.397001491914124,0.40592591179402226,3.3417441789305804,0.29364815767471464,3.0171786318502747,0.280543595735713
0.06,1.8,42.0,0.35,0.7445935026146312,0.4263553020525215,2.321161605964406,0.2807649923840011,2.2724901437028886,0.20320112005028387,2.054561805015973,0.19065994469833178
0.06,1.8,42.0,0.4,0.438615690109695,0.25184838647618485,1.2855988710912174,0.15768386102555848,1.3712730151166743,0.12473127282606462,1.1403379577948571,0.10646368482233773
0.06,1.8,47.0,0.2,2.283205310678515,1.3537295781003909,5.255112866917279,0.6127468352594457,5.761177731369188,0.48325829106887075,5.256483697142257,0.48627258805144874
0.06,1.8,47.0,0.25,1.6949234433105678,0.9896955102812318,4.486698585528089,0.5289474551833758,4.540544028976481,0.38953646770984485,4.2410300189109185,0.3938728890193607
0.06,1.8,47.0,0.3,1.1931204164365334,0.6890186921416879,3.543783759598915,0.42281458671523786,3.382528134191739,0.29558878278880824,3.258484746006369,0.3034458479461775
0.06,1.8,47.0,0.35,0.7781732662258516,0.44498862715926246,2.5124045495068805,0.3031124350009148,2.364149735952255,0.20844296907987833,2.3133800868114087,0.21510042967115997
0.06,1.8,47.0,0.4,0.456844525525434,0.2601539789379507,1.5219515741185667,0.1853101241356982,1.5144987779965244,0.1333328465763874,1.426774116573026,0.13231095548155622
0.06,1.8,52.0,0.2,2.3274754162090807,1.3815603829370835,5.650205606812835,0.6623694637790063,6.039557616507919,0.5035325321996603,5.461419190969374,0.5063966188450953
0.06,1.8,52.0,0.25,1.745586395069565,1.020952695350114,4.913659076010568,0.5825942135290522,4.833988567625959,0.4118395412145868,4.426586461091764,0.41336100336439924
0.06,1.8,52.0,0.3,1.2436173669768305,0.7195370964328227,3.9927321342170377,0.4794580984557263,3.6871515357738165,0.3193156215216275,3.449454834584153,0.3232150309048441
0.06,1.8,52.0,0.35,0.8226540653750655,0.4710757160293735,2.9719903837264883,0.36125186573812607,2.6792232279677464,0.23324211058543548,2.540258826823863,0.23715653385617882
0.06,1.8,52.0,0.4,0.49027570399751613,0.2787539957154354,1.9800352222091135,0.24251840779503497,1.8380590773785686,0.15862948048311928,1.6885056979845294,0.15663947612657772
0.06,2.1,37.0,0.2,2.5611861090981836,1.5280109566986155,4.693043864905509,0.5426086146198034,5.578837575183922,0.46432430361899574,4.456385771453735,0.39940406721366806
0.06,2.1,37.0,0.25,1.9548736969194946,1.1460263800073536,3.9905911063820927,0.467551666998586,4.339190224781076,0.3700488690222722,3.5258986949396465,0.31817592012324303
0.06,2.1,37.0,0.3,1.4124305698257766,0.8154275985484346,3.09065497733333,0.36906416306063244,3.1335377803818276,0.2736873897091981,2.592466265678833,0.23659086492798004
0.06,2.1,37.0,0.35,0.9669267241800581,0.5499470849423452,2.077026588743711,0.2571488062671081,2.039896566800281,0.1823098140572126,1.67707922844415,0.1584618486859564
0.06,2.1,37.0,0.4,0.6361384710634571,0.35807891581631046,1.1109610923138362,0.15549284603880725,1.111926808816994,0.10295343411741319,0.8616177284167206,0.09849238427335677
0.06,2.1,42.0,0.2,2.6119762387971686,1.561328254463572,4.71090271343939,0.5449543862994247,5.4154324323019685,0.456194653537233,4.599545892006847,0.41313617214965587
0.06,2.1,42.0,0.25,2.025271601336855,1.1910818939470504,4.056743339743305,0.4758456753502447,4.275625473021349,0.36804236406300583,3.664428701640986,0.3313651677940739
0.06,2.1,42.0,0.3,1.494054345573966,0.8665842984194178,3.206752672067833,0.3834105792725327,3.1709730847888515,0.2786435882805582,2.7707416888143577,0.251741557818851
0.06,2.1,42.0,0.35,1.0511208368253155,0.6015801406338023,2.251690851647885,0.2782684753977331,2.17921440160493,0.1950385800813899,1.9266759288837179,0.17708615509476644
0.06,2.1,42.0,0.4,0.7134065679095709,0.404452461120216,1.3432285484939839,0.1816900541086452,1.3412852308372054,0.12366318508238848,1.1349629973591642,0.11349814114571581
0.06,2.1,47.0,0.2,2.623026038770421,1.5700089888600284,4.744032714949624,0.5492709443905217,5.363698455717545,0.45561138294009235,4.741479117033721,0.427490013374335
0.06,2.1,47.0,0.25,2.047501990199972,1.2065670810470501,4.136179402688645,0.4857895153712464,4.284543867498513,0.37128543738740244,3.8527851815516576,0.34785842006401874
0.06,2.1,47.0,0.3,1.522543281956688,0.8854886840620706,3.329408383271947,0.39861285308404776,3.2423179703890264,0.28625623257943417,2.986648118436878,0.26976620932006706
0.06,2.1,47.0,0.35,1.0820827857210176,0.6214600469675609,2.4184506874108322,0.2986129221247519,2.3170033701059434,0.20765775099653255,2.148222563736698,0.19427231392206834
0.06,2.1,47.0,0.4,0.7433060537241564,0.42319220123808504,1.5499498010480142,0.2054701655364604,1.5424548757173693,0.1413847576473077,1.3608544436383365,0.12667276670096136
0.06,2.1,52.0,0.2,2.640966323917854,1.5820406356167203,5.095020293158,0.5889971846911898,5.692454651322964,0.47489820880837885,4.962953516674179,0.448884926149941
0.06,2.1,52.0,0.25,2.067356274209974,1.2192914959004626,4.518313200192355,0.5286453665045592,4.578098765145168,0.38914022970479833,4.059109732106733,0.3685760533247038
0.06,2.1,52.0,0.3,1.5390262154541414,0.8955567907993709,3.731524825570851,0.4429142300165536,3.508954871661845,0.3022585487737493,3.1983150123340582,0.29037453122626916
0.06,2.1,52.0,0.35,1.0937539961498493,0.628140219713358,2.8233690004466636,0.3409919465756517,2.5637830651798703,0.22126198466689664,2.3904877050843174,0.21602651127632747
