x	y	z	x-velocity	y-velocity	z-velocity	uu-reynolds-stress	vv-reynolds-stress	ww-reynolds-stress	uv-reynolds-stress	uw-reynolds-stress	vw-reynolds-stress	x-velocity-magnitude	h	r
0.3	2.02535	0	15.2807	0	0	0.014249435641000001	0.021939238161	0.014557387715999999	0.000519634	0	0	15.2939	0.08	62
0.3	2.02041	0	15.2807	0	0	0.014157668196	0.021974801121000004	0.014557387715999999	0.000519634	0	0	15.2939	0.08	62
0.3	2.01548	0	15.2807	0	0	0.014116766596	0.022007722500000004	0.014560283556	0.000519634	0	0	15.2939	0.08	62
0.3	2.01054	0	15.2807	0	0	0.014116766596	0.022040668521000003	0.014562938329000002	0.000519634	0	0	15.2939	0.08	62
0.3	2.00561	0	15.2807	0	0	0.014116766596	0.022081068409000003	0.014565834721	0.000519634	0	0	15.2935	0.08	62
0.3	2.00067	0	15.2807	0	0	0.014116766596	0.022119125625	0.0146047225	0.000519634	0	0	15.2927	0.08	62
0.3	1.99574	0	15.2807	0	0	0.014116766596	0.022157215609000004	0.014699622564	0.000519634	0	0	15.2929	0.08	62
0.3	1.9908	0	15.2807	0	0	0.014113440000000001	0.022177762083999998	0.014733347161	0.000519634	0	0	15.2932	0.08	62
0.3	1.98587	0	15.2807	0	0	0.014120331241000001	0.022210835089	0.0147501025	0.000519634	0	0	15.2934	0.08	62
0.3	1.98093	0	15.2807	0	0	0.014130314641000001	0.022236177924	0.014780966929000001	0.000519634	0	0	15.2936	0.08	62
0.3	1.976	0	15.2807	0	0	0.01413721	0.022287205521	0.014820140644	0.000519634	0	0	15.2937	0.08	62
